bikeid,trips,distance,stations,duration,avg_trip_distance,avg_trip_duration,avg_age,age_range,revenue
1721,282,761145,145,358016,2699.1,1269.6,37.0,46.0,309.0
1722,316,872272,157,423227,2760.4,1339.3,36.9,59.0,494.5
1723,302,747874,148,333487,2476.4,1104.3,36.3,47.0,242.0
1724,274,748194,136,297166,2730.6,1084.5,34.8,59.0,220.5
1725,195,497903,126,213809,2553.3,1096.5,36.5,52.0,155.0
1726,387,985008,168,448705,2545.2,1159.4,36.1,57.0,415.5
1727,304,768634,160,333081,2528.4,1095.7,38.0,53.0,203.0
1728,276,705016,139,357719,2554.4,1296.1,37.0,45.0,293.5
1729,367,1060987,151,524054,2891.0,1427.9,37.9,51.0,709.5
173,291,861504,158,413071,2960.5,1419.5,36.5,48.0,553.5
1730,364,961990,169,445303,2642.8,1223.4,40.0,91.0,483.5
1731,259,687023,140,289541,2652.6,1117.9,40.1,46.0,176.0
1732,255,710951,135,399313,2788.0,1565.9,36.3,45.0,658.0
1733,393,1032969,164,424652,2628.4,1080.5,37.4,42.0,297.5
1734,334,913386,153,358866,2734.7,1074.4,38.2,51.0,172.5
1735,313,814849,166,364553,2603.4,1164.7,35.7,45.0,194.5
1736,227,594477,137,222090,2618.8,978.4,36.6,41.0,62.5
1737,218,629986,123,388632,2889.8,1782.7,35.9,45.0,587.0
1738,277,739969,149,346826,2671.4,1252.1,36.6,59.0,335.0
1739,301,766152,162,304454,2545.4,1011.5,38.9,59.0,177.0
174,382,1045780,163,584500,2737.6,1530.1,36.7,49.0,859.0
1740,369,917112,165,349696,2485.4,947.7,37.0,51.0,172.5
1741,197,539758,128,212725,2739.9,1079.8,37.5,47.0,157.0
1742,172,435951,104,229587,2534.6,1334.8,36.7,35.0,289.5
1743,210,594364,123,254542,2830.3,1212.1,35.6,50.0,185.5
1744,347,890735,159,362526,2567.0,1044.7,38.2,51.0,197.0
1745,343,864256,151,361602,2519.7,1054.2,37.8,57.0,226.0
1746,302,849449,149,342984,2812.7,1135.7,37.7,44.0,207.0
1747,272,701388,139,294040,2578.6,1081.0,35.3,38.0,155.0
1748,248,715906,137,344245,2886.7,1388.1,38.0,39.0,419.5
1749,214,561830,117,243154,2625.4,1136.2,36.5,48.0,116.0
175,430,1117812,164,517891,2599.6,1204.4,36.8,45.0,347.0
1750,274,686117,147,297110,2504.1,1084.3,36.9,43.0,164.0
1751,337,912301,162,370292,2707.1,1098.8,37.7,51.0,296.5
1752,296,803228,148,397065,2713.6,1341.4,39.1,66.0,437.5
1753,315,871929,164,299810,2768.0,951.8,37.9,46.0,133.0
1754,251,665758,141,295510,2652.4,1177.3,38.9,46.0,221.5
1755,310,794591,155,328504,2563.2,1059.7,37.4,43.0,234.0
1756,265,676839,136,394390,2554.1,1488.3,37.8,43.0,617.0
1757,335,802046,144,455665,2394.2,1360.2,38.0,46.0,436.5
1758,266,703145,144,316343,2643.4,1189.3,37.5,53.0,421.5
1759,319,732397,145,350754,2295.9,1099.5,36.5,43.0,314.0
176,375,984725,157,458170,2625.9,1221.8,37.7,57.0,365.5
1760,356,890593,154,392126,2501.7,1101.5,38.9,53.0,338.0
1761,253,739474,156,322752,2922.8,1275.7,37.5,58.0,233.5
1762,284,824957,144,326553,2904.8,1149.8,38.7,51.0,177.5
1763,263,707309,138,284048,2689.4,1080.0,36.8,57.0,185.0
1764,263,689501,152,232499,2621.7,884.0,35.9,55.0,54.0
1765,239,672376,159,286065,2813.3,1196.9,34.4,46.0,202.0
1766,316,852900,141,316501,2699.1,1001.6,37.6,47.0,162.5
1767,321,923305,161,323682,2876.3,1008.4,35.5,46.0,90.5
1768,286,676960,135,323215,2367.0,1130.1,37.4,48.0,249.5
1769,172,481077,113,159862,2797.0,929.4,37.3,52.0,37.5
177,415,1042629,174,451744,2512.4,1088.5,37.4,48.0,270.5
1770,186,448385,116,194111,2410.7,1043.6,36.4,53.0,135.0
1771,166,397791,121,118074,2396.3,711.3,37.3,42.0,11.5
1772,199,476613,124,179405,2395.0,901.5,37.9,43.0,55.5
1773,174,420950,113,153157,2419.3,880.2,37.6,49.0,29.0
1774,191,494446,122,163957,2588.7,858.4,38.1,48.0,45.5
1776,207,584661,121,235912,2824.4,1139.7,36.4,38.0,117.0
1777,235,525270,133,196665,2235.2,836.9,36.7,49.0,52.0
1778,215,515710,130,170893,2398.7,794.9,36.3,51.0,38.0
1779,156,429363,118,172332,2752.3,1104.7,38.2,56.0,93.5
178,386,1089329,175,555748,2822.1,1439.8,35.8,82.0,602.5
1780,253,701009,144,283850,2770.8,1121.9,37.4,44.0,223.0
1781,217,589154,129,224543,2715.0,1034.8,39.0,51.0,134.5
1782,190,495846,116,210089,2609.7,1105.7,36.6,48.0,197.5
1783,189,495366,127,169798,2621.0,898.4,36.5,43.0,32.0
1784,149,393860,112,136042,2643.4,913.0,37.7,44.0,46.5
1785,161,390393,105,148716,2424.8,923.7,35.7,42.0,62.0
1786,198,465177,113,187665,2349.4,947.8,37.3,49.0,124.0
1787,51,172406,65,55926,3380.5,1096.6,37.4,31.0,24.5
1788,209,589207,125,247398,2819.2,1183.7,37.6,44.0,229.5
1789,212,552924,136,210189,2608.1,991.5,36.4,51.0,65.5
179,32,64870,20,36631,2027.2,1144.7,33.8,29.0,23.0
1790,196,447684,126,155975,2284.1,795.8,37.2,50.0,43.0
1791,181,523712,129,168094,2893.4,928.7,36.3,46.0,49.5
1792,106,294676,85,103079,2780.0,972.4,35.0,40.0,42.0
1793,179,460791,113,190288,2574.3,1063.1,35.6,43.0,125.0
1794,204,530200,124,323496,2599.0,1585.8,35.5,46.0,576.0
1795,225,584676,135,226120,2598.6,1005.0,36.9,51.0,67.0
1796,218,553885,132,187503,2540.8,860.1,37.1,57.0,41.5
1797,121,328373,95,149119,2713.8,1232.4,35.5,41.0,95.5
1798,147,403501,104,165814,2744.9,1128.0,35.0,38.0,60.0
1799,242,643455,148,224074,2658.9,925.9,37.6,42.0,121.5
180,356,930827,161,432602,2614.7,1215.2,37.3,50.0,181.0
1800,125,298262,79,182973,2386.1,1463.8,38.2,38.0,298.0
1801,74,176681,69,66157,2387.6,894.0,35.6,38.0,22.0
1802,106,249074,79,103933,2349.8,980.5,38.1,42.0,64.0
1803,162,408687,118,156958,2522.8,968.9,34.8,50.0,54.0
1804,88,261341,69,101178,2969.8,1149.8,36.0,39.0,43.5
1805,127,357873,114,155170,2817.9,1221.8,37.1,41.0,174.5
1806,207,554948,125,202496,2680.9,978.2,36.2,53.0,59.0
1807,131,371050,96,206453,2832.4,1576.0,38.8,45.0,382.0
1808,146,420704,96,176632,2881.5,1209.8,38.3,38.0,213.5
1809,209,497132,130,292366,2378.6,1398.9,38.2,45.0,544.0
181,399,1074151,131,563889,2692.1,1413.3,38.7,47.0,546.5
1810,221,549021,134,222116,2484.3,1005.0,39.6,47.0,86.5
1811,194,466555,111,207806,2404.9,1071.2,37.2,63.0,177.5
1812,240,673169,136,237212,2804.9,988.4,36.8,46.0,60.5
1813,182,484104,118,188980,2659.9,1038.4,38.3,53.0,112.5
1814,145,323722,98,121370,2232.6,837.0,39.1,52.0,33.5
1815,159,398538,112,142674,2506.5,897.3,38.6,80.0,58.5
1816,201,501396,127,283006,2494.5,1408.0,36.6,46.0,430.0
1817,85,244451,70,174816,2875.9,2056.7,35.6,41.0,309.5
1818,188,485651,120,157960,2583.3,840.2,36.7,47.0,54.0
1819,214,585547,134,225317,2736.2,1052.9,35.2,46.0,133.5
182,309,882017,138,354905,2854.4,1148.6,36.1,48.0,163.5
1820,180,435433,116,172700,2419.1,959.4,37.0,55.0,48.0
1821,78,187553,66,135533,2404.5,1737.6,33.5,38.0,271.5
1822,190,553707,129,208968,2914.2,1099.8,36.2,56.0,219.0
1823,202,554043,142,182162,2742.8,901.8,39.6,85.0,62.0
1824,165,418124,112,161373,2534.1,978.0,36.2,53.0,91.0
1825,214,519367,133,192330,2426.9,898.7,37.7,49.0,52.5
1826,172,431153,99,167021,2506.7,971.1,40.2,49.0,33.5
1827,124,336950,107,253366,2717.3,2043.3,35.6,43.0,577.5
1828,198,530765,139,181033,2680.6,914.3,35.3,39.0,51.0
1829,179,417011,133,193120,2329.7,1078.9,37.0,42.0,129.5
183,459,1260551,154,660293,2746.3,1438.5,36.6,45.0,794.5
1830,34,93254,35,42601,2742.8,1253.0,35.9,41.0,22.0
1831,148,334086,102,180559,2257.3,1220.0,36.3,44.0,177.0
1832,48,104067,55,58444,2168.1,1217.6,35.6,35.0,77.0
1833,189,460293,118,217871,2435.4,1152.8,35.7,54.0,303.5
1834,220,573542,126,212015,2607.0,963.7,37.7,44.0,100.0
1835,189,419148,105,248106,2217.7,1312.7,36.5,53.0,409.5
1836,216,562005,119,257076,2601.9,1190.2,39.2,60.0,265.0
1837,202,531566,126,174910,2631.5,865.9,37.5,46.0,53.5
1838,211,573161,133,297066,2716.4,1407.9,37.2,49.0,318.0
1839,169,427934,124,183634,2532.2,1086.6,38.5,41.0,134.0
184,531,1442460,177,665976,2716.5,1254.2,37.0,48.0,497.0
1840,199,456595,126,227692,2294.4,1144.2,36.7,48.0,306.0
1841,177,416974,125,158846,2355.8,897.4,36.1,37.0,58.5
1842,252,637382,139,318797,2529.3,1265.1,36.4,46.0,453.0
1843,214,539369,129,199828,2520.4,933.8,37.0,55.0,53.0
1844,199,536651,125,188040,2696.7,944.9,39.4,59.0,67.0
1845,213,509990,123,226377,2394.3,1062.8,36.7,57.0,138.0
1846,174,467801,121,253144,2688.5,1454.9,38.8,53.0,424.5
1847,242,560756,125,217209,2317.2,897.6,37.5,53.0,88.0
1848,151,367615,98,147397,2434.5,976.1,41.1,86.0,49.0
1849,224,530155,124,216603,2366.8,967.0,39.8,51.0,109.5
185,422,1193182,171,559620,2827.4,1326.1,36.9,46.0,522.0
1850,192,515127,112,182396,2683.0,950.0,36.7,48.0,55.0
1851,114,293599,89,113134,2575.4,992.4,34.0,41.0,70.0
1852,190,531001,130,181912,2794.7,957.4,36.9,43.0,93.5
1853,188,429082,121,154243,2282.4,820.4,36.9,50.0,23.5
1854,179,428995,124,158130,2396.6,883.4,38.5,42.0,45.5
1855,52,129264,35,60600,2485.8,1165.4,40.6,43.0,20.0
1856,201,514145,129,176501,2557.9,878.1,35.3,37.0,43.5
1857,207,499887,133,194073,2414.9,937.6,36.2,44.0,130.5
1858,134,334492,99,130724,2496.2,975.6,36.4,36.0,87.0
1859,281,715954,138,302155,2547.9,1075.3,37.4,47.0,230.0
186,419,1211897,157,570932,2892.4,1362.6,37.7,51.0,427.5
1860,166,497487,114,222628,2996.9,1341.1,38.6,43.0,254.0
1861,150,471090,107,174911,3140.6,1166.1,37.8,46.0,132.0
1862,245,576537,141,245966,2353.2,1003.9,39.1,41.0,103.0
1863,126,320558,84,125133,2544.1,993.1,34.5,41.0,62.0
1864,93,256214,73,106593,2755.0,1146.2,37.2,44.0,51.0
1865,165,401135,103,202942,2431.1,1230.0,38.2,41.0,263.5
1866,173,465022,127,242045,2688.0,1399.1,36.6,43.0,348.5
1867,186,470880,121,221697,2531.6,1191.9,38.6,43.0,309.5
1868,193,460688,131,160709,2387.0,832.7,37.7,43.0,23.0
1869,237,607882,146,219068,2564.9,924.3,37.3,44.0,69.5
187,521,1372374,193,569362,2634.1,1092.8,37.9,51.0,264.0
1870,199,493414,128,272059,2479.5,1367.1,37.9,48.0,435.0
1871,122,318926,92,151104,2614.1,1238.6,37.3,37.0,101.0
1872,252,584814,134,225476,2320.7,894.7,37.8,44.0,76.5
1873,201,519305,130,247358,2583.6,1230.6,40.1,41.0,386.0
1874,160,529099,119,159413,3306.9,996.3,41.1,91.0,56.0
1875,165,441927,129,262285,2678.3,1589.6,36.4,41.0,507.0
1876,212,580824,126,169419,2739.7,799.1,36.9,48.0,18.0
1877,128,332449,97,118352,2597.3,924.6,36.3,39.0,28.0
1878,137,381280,110,131192,2783.1,957.6,34.8,46.0,82.5
1879,216,597144,123,227795,2764.6,1054.6,38.3,61.0,143.5
188,404,1067467,152,553461,2642.2,1370.0,36.8,59.0,581.5
1880,234,568450,123,219568,2429.3,938.3,37.2,50.0,106.0
1881,267,668140,141,244239,2502.4,914.8,38.1,46.0,137.5
1882,159,413631,108,219816,2601.5,1382.5,38.9,40.0,337.5
1883,190,428895,134,158356,2257.3,833.5,35.7,52.0,49.5
1884,104,264862,84,110251,2546.8,1060.1,41.0,48.0,34.0
1885,123,324779,98,193084,2640.5,1569.8,35.6,43.0,369.5
1886,203,541349,130,186353,2666.7,918.0,36.7,49.0,53.5
1887,207,541980,136,323680,2618.3,1563.7,37.2,51.0,510.5
1888,150,485203,104,248112,3234.7,1654.1,36.2,43.0,391.0
1889,114,275061,96,105966,2412.8,929.5,38.4,43.0,41.5
189,513,1502781,181,782346,2929.4,1525.0,34.8,58.0,977.0
1890,286,772264,141,332489,2700.2,1162.5,36.8,41.0,372.5
1891,194,498507,124,176141,2569.6,907.9,37.3,44.0,57.5
1892,226,558260,129,276651,2470.2,1224.1,38.2,48.0,315.0
1893,160,378096,106,140071,2363.1,875.4,37.8,42.0,71.0
1894,177,475324,113,197329,2685.4,1114.9,37.1,40.0,106.0
1895,138,363788,104,128906,2636.1,934.1,36.2,41.0,37.0
1896,174,410468,119,163437,2359.0,939.3,35.2,56.0,124.5
1897,182,436253,113,271946,2397.0,1494.2,39.4,51.0,398.0
1898,146,402963,96,149902,2760.0,1026.7,37.2,48.0,54.0
1899,256,629411,153,218108,2458.6,852.0,37.9,86.0,59.5
19,326,853592,147,454135,2618.4,1393.1,37.3,45.0,503.5
190,447,1207736,166,542613,2701.9,1213.9,36.9,49.0,388.0
1900,184,529794,119,191544,2879.3,1041.0,37.8,40.0,67.0
1901,224,563642,137,212189,2516.3,947.3,36.9,45.0,69.5
1902,160,370030,118,148146,2312.7,925.9,35.4,48.0,75.5
1903,130,346985,106,123825,2669.1,952.5,34.6,42.0,72.0
1904,188,495646,121,186521,2636.4,992.1,36.4,42.0,90.0
1905,227,578237,139,201865,2547.3,889.3,37.3,46.0,84.0
1906,211,535686,129,227070,2538.8,1076.2,36.1,44.0,262.5
1907,153,362460,97,182267,2369.0,1191.3,38.3,45.0,281.5
1908,180,424461,126,212762,2358.1,1182.0,35.8,41.0,245.5
1909,182,443237,127,187925,2435.4,1032.6,34.9,39.0,126.5
191,385,1033837,162,653609,2685.3,1697.7,37.5,51.0,1065.5
1910,191,471882,115,244178,2470.6,1278.4,37.6,46.0,348.0
1911,186,479722,123,195182,2579.2,1049.4,39.0,46.0,133.0
1912,226,633272,137,244663,2802.1,1082.6,35.7,46.0,169.0
1913,197,461519,136,176530,2342.7,896.1,36.7,47.0,60.0
1914,227,534664,131,275906,2355.3,1215.4,36.5,57.0,391.0
1915,166,468660,115,160365,2823.3,966.1,36.1,46.0,57.5
1916,205,514090,139,237091,2507.8,1156.5,36.0,40.0,248.0
1917,233,508461,136,193775,2182.2,831.7,36.9,46.0,112.5
1918,180,479510,109,171158,2663.9,950.9,38.0,44.0,67.5
1919,162,414645,111,257418,2559.5,1589.0,38.1,45.0,469.0
192,470,1302974,179,660815,2772.3,1406.0,38.3,44.0,611.0
1920,224,552147,129,229292,2464.9,1023.6,36.9,50.0,107.5
1921,261,668608,141,273656,2561.7,1048.5,36.2,54.0,233.5
1922,218,613562,140,214813,2814.5,985.4,36.5,48.0,76.0
1923,158,378906,116,138705,2398.1,877.9,36.4,50.0,27.5
1924,153,370599,102,168967,2422.2,1104.4,37.0,48.0,248.0
1925,134,372631,101,118730,2780.8,886.0,36.4,32.0,35.5
1926,180,465113,132,175865,2584.0,977.0,37.6,46.0,109.0
1927,233,602403,139,230115,2585.4,987.6,37.0,44.0,92.0
1928,232,547512,125,201073,2360.0,866.7,36.3,44.0,49.5
1929,89,222324,76,77312,2498.0,868.7,36.6,42.0,13.0
193,376,1012806,170,584912,2693.6,1555.6,36.7,58.0,806.0
1930,108,305893,83,87680,2832.3,811.9,39.6,52.0,15.0
1931,236,604005,133,255556,2559.3,1082.9,37.4,41.0,258.0
1932,140,372889,92,196725,2663.5,1405.2,39.6,40.0,238.0
1933,181,523185,127,161921,2890.5,894.6,37.7,46.0,48.0
1934,223,563227,127,198410,2525.7,889.7,39.1,47.0,83.5
1935,182,476598,118,188803,2618.7,1037.4,36.3,48.0,89.5
1936,200,560581,121,196290,2802.9,981.5,37.2,40.0,87.0
1937,199,511884,133,155205,2572.3,779.9,38.5,46.0,26.5
1938,186,504549,119,161446,2712.6,868.0,37.8,39.0,39.5
1939,187,479873,125,265163,2566.2,1418.0,35.1,45.0,477.0
194,516,1499769,160,625608,2906.5,1212.4,37.9,50.0,377.0
1940,192,496443,130,171924,2585.6,895.4,36.2,46.0,28.5
1941,174,411009,117,147010,2362.1,844.9,38.5,86.0,23.0
1942,194,471602,131,197865,2430.9,1019.9,36.9,55.0,160.5
1943,191,501114,113,200948,2623.6,1052.1,37.2,44.0,157.5
1944,103,272924,87,99460,2649.7,965.6,36.6,46.0,37.5
1945,174,457284,127,139030,2628.1,799.0,38.1,42.0,29.5
1946,207,528344,126,185208,2552.4,894.7,35.7,43.0,40.5
1947,201,492311,126,198957,2449.3,989.8,37.4,42.0,130.0
1948,149,426264,113,164186,2860.8,1101.9,35.3,40.0,99.0
1949,215,554853,127,229087,2580.7,1065.5,36.7,50.0,210.5
195,404,1055032,168,468452,2611.5,1159.5,36.9,56.0,312.5
1950,166,428723,109,214542,2582.7,1292.4,37.2,48.0,322.5
1951,162,410034,104,147024,2531.1,907.6,41.0,84.0,43.5
1952,143,341124,109,176333,2385.5,1233.1,38.7,88.0,260.5
1953,203,501609,131,165503,2471.0,815.3,38.2,46.0,33.5
1954,194,498416,129,170088,2569.2,876.7,36.6,39.0,46.0
1955,176,439944,125,153927,2499.7,874.6,37.1,49.0,47.0
1956,190,471251,125,162947,2480.3,857.6,36.7,41.0,20.0
1957,216,513296,126,184997,2376.4,856.5,37.1,45.0,29.0
1958,175,390901,118,161374,2233.7,922.1,35.7,47.0,70.0
1959,215,537611,128,206920,2500.5,962.4,37.1,87.0,120.5
196,412,1117031,169,615413,2711.2,1493.7,36.1,46.0,828.5
1960,119,305499,92,121565,2567.2,1021.6,37.4,55.0,53.5
1961,221,567818,132,175579,2569.3,794.5,38.5,91.0,21.0
1962,132,324996,93,109171,2462.1,827.1,35.2,55.0,35.5
1963,200,574094,132,205150,2870.5,1025.8,36.1,48.0,92.0
1964,175,416382,115,168273,2379.3,961.6,37.9,46.0,62.0
1965,210,515509,128,179727,2454.8,855.8,36.4,55.0,35.5
1966,219,564605,122,283398,2578.1,1294.1,37.5,41.0,410.0
1967,188,424382,125,173396,2257.4,922.3,36.7,44.0,64.0
1968,240,620106,141,317393,2583.8,1322.5,38.1,62.0,398.5
1969,188,460254,117,176651,2448.2,939.6,38.4,53.0,45.0
197,441,1319611,175,568939,2992.3,1290.1,36.6,47.0,490.0
1970,166,464151,109,172827,2796.1,1041.1,38.4,39.0,98.0
1971,124,327843,89,120168,2643.9,969.1,36.8,47.0,42.0
1972,208,553851,122,231348,2662.7,1112.3,37.8,42.0,196.0
1973,234,554958,137,240982,2371.6,1029.8,36.9,46.0,159.5
1974,169,437055,107,175955,2586.1,1041.2,38.5,43.0,91.5
1975,220,572209,135,216179,2600.9,982.6,37.9,48.0,75.0
1976,185,475243,114,189600,2568.9,1024.9,36.6,41.0,140.5
1977,168,426969,118,140253,2541.5,834.8,39.9,41.0,30.0
1978,188,515973,133,197915,2744.5,1052.7,36.8,44.0,135.0
1979,215,544499,124,183631,2532.6,854.1,36.7,47.0,38.0
198,398,1054506,175,498277,2649.5,1252.0,37.9,47.0,346.0
1980,231,565801,145,183464,2449.4,794.2,36.4,39.0,28.0
1981,239,647418,145,282642,2708.9,1182.6,37.2,47.0,325.0
1982,121,348467,87,131951,2879.9,1090.5,35.1,37.0,62.0
1983,153,386066,100,161423,2523.3,1055.1,37.1,42.0,76.0
1984,176,458368,113,166711,2604.4,947.2,36.6,43.0,45.5
1985,124,338547,94,108388,2730.2,874.1,34.9,35.0,14.0
1986,203,563316,120,187055,2775.0,921.5,37.5,51.0,50.5
1987,167,454958,115,144067,2724.3,862.7,38.6,42.0,21.5
1988,149,433690,102,176025,2910.7,1181.4,36.7,40.0,127.5
1989,52,128100,44,45445,2463.5,873.9,38.2,44.0,18.0
199,484,1414165,171,819017,2921.8,1692.2,37.6,59.0,1204.0
1990,216,516169,126,214004,2389.7,990.8,36.1,44.0,149.5
1992,235,577715,129,195949,2458.4,833.8,37.3,45.0,47.5
1993,215,545027,125,201749,2535.0,938.4,38.2,42.0,75.0
1994,208,477957,127,166182,2297.9,799.0,36.1,48.0,30.0
1995,164,355594,107,145555,2168.3,887.5,37.6,48.0,39.5
1996,181,472502,123,146216,2610.5,807.8,36.4,45.0,19.5
1997,168,392314,106,179878,2335.2,1070.7,37.4,44.0,122.0
1998,122,303767,92,120883,2489.9,990.8,36.6,51.0,30.0
1999,130,299027,87,127587,2300.2,981.4,34.6,33.0,45.5
2,342,1096302,144,427383,3205.6,1249.7,35.8,47.0,247.5
20,469,1279212,173,557899,2727.5,1189.6,37.7,51.0,368.5
200,374,888047,164,582162,2374.5,1556.6,36.7,50.0,869.5
2000,224,564372,129,234321,2519.5,1046.1,39.2,42.0,174.0
2001,206,502912,130,178932,2441.3,868.6,36.5,41.0,72.0
2002,189,509699,119,185650,2696.8,982.3,39.9,50.0,75.5
2003,236,576149,130,246590,2441.3,1044.9,35.8,55.0,201.0
2004,212,565665,120,240899,2668.2,1136.3,39.4,42.0,196.0
2005,222,564859,129,209629,2544.4,944.3,39.8,47.0,82.5
2006,113,292775,93,118980,2590.9,1052.9,34.6,32.0,56.0
2007,174,434948,117,158983,2499.7,913.7,38.2,43.0,63.0
2008,199,507913,132,185768,2552.3,933.5,36.7,43.0,81.0
2009,127,357222,97,216314,2812.8,1703.3,36.1,42.0,429.5
201,433,1112999,162,527030,2570.4,1217.2,37.0,44.0,429.0
2010,206,546473,121,195957,2652.8,951.2,38.8,50.0,55.5
2011,169,441614,116,197837,2613.1,1170.6,38.2,45.0,168.5
2012,222,525531,118,260124,2367.3,1171.7,36.7,46.0,361.0
2013,172,410311,114,179342,2385.5,1042.7,39.3,46.0,80.0
2014,174,466989,129,217260,2683.8,1248.6,37.9,46.0,237.5
2015,209,558155,135,222549,2670.6,1064.8,37.1,39.0,162.0
2016,195,455608,115,187854,2336.5,963.4,37.2,46.0,70.5
2017,183,446153,112,189936,2438.0,1037.9,37.6,41.0,144.5
2018,192,463422,116,157788,2413.7,821.8,36.4,41.0,62.5
2019,190,516602,126,168637,2719.0,887.6,35.5,45.0,59.5
202,385,1061967,158,450100,2758.4,1169.1,36.6,51.0,369.0
2020,181,440218,111,141960,2432.1,784.3,37.2,42.0,17.5
2021,181,453986,113,157994,2508.2,872.9,38.0,46.0,25.0
2022,155,411250,112,136619,2653.2,881.4,36.8,43.0,24.0
2023,209,488594,122,202888,2337.8,970.8,37.7,46.0,135.0
2024,186,553390,131,199605,2975.2,1073.1,38.1,44.0,124.5
2025,240,613407,130,191698,2555.9,798.7,38.3,49.0,28.0
2026,185,507691,120,193524,2744.3,1046.1,37.1,54.0,62.5
2027,202,502552,112,217673,2487.9,1077.6,38.1,43.0,151.0
2028,199,503445,120,188236,2529.9,945.9,38.6,59.0,130.0
2029,217,580038,133,262680,2673.0,1210.5,35.4,45.0,303.0
203,352,989892,158,458791,2812.2,1303.4,38.3,43.0,391.0
2030,198,543299,129,195273,2743.9,986.2,38.9,66.0,66.0
2031,139,340281,105,114808,2448.1,826.0,35.4,50.0,31.5
2032,251,605930,139,300853,2414.1,1198.6,35.2,37.0,298.0
2033,201,472202,126,166700,2349.3,829.4,35.4,42.0,58.5
2034,143,437420,101,160375,3058.9,1121.5,34.4,41.0,55.5
2035,185,503302,123,170270,2720.6,920.4,37.0,42.0,27.5
2036,203,538982,127,234615,2655.1,1155.7,39.0,53.0,238.5
2037,167,450965,109,180062,2700.4,1078.2,36.9,47.0,97.5
2038,235,610820,139,236042,2599.2,1004.4,37.2,50.0,217.0
2039,227,575560,140,257018,2535.5,1132.2,37.4,47.0,343.0
204,329,804143,148,364584,2444.2,1108.2,38.5,46.0,171.0
2040,164,429320,110,175736,2617.8,1071.6,36.5,52.0,127.0
2041,62,185555,54,80520,2992.8,1298.7,36.1,30.0,43.5
2042,170,505728,110,182095,2974.9,1071.1,38.1,44.0,111.0
2043,186,468417,126,234408,2518.4,1260.3,36.8,53.0,388.0
2044,198,487383,139,171882,2461.5,868.1,35.6,43.0,78.0
2045,164,398756,116,135766,2431.4,827.8,38.8,48.0,27.5
2046,115,295141,88,136248,2566.4,1184.8,39.9,43.0,133.5
2047,201,506148,117,180663,2518.1,898.8,36.2,45.0,65.5
2048,229,639480,132,312328,2792.5,1363.9,37.6,40.0,443.0
2049,176,465678,114,171571,2645.9,974.8,38.2,50.0,97.0
205,477,1308164,156,626412,2742.5,1313.2,37.6,45.0,528.0
2050,190,509099,124,172116,2679.5,905.9,35.3,59.0,71.5
2051,232,532942,124,311667,2297.2,1343.4,37.3,44.0,522.0
2052,208,519897,129,210883,2499.5,1013.9,36.5,43.0,117.0
2053,105,268509,72,118888,2557.2,1132.3,36.5,41.0,62.0
2054,202,492751,134,214730,2439.4,1063.0,36.7,50.0,219.5
2055,156,371017,104,180979,2378.3,1160.1,39.0,36.0,252.0
2056,116,283313,93,92822,2442.4,800.2,37.8,37.0,24.0
2057,189,503893,119,193873,2666.1,1025.8,37.5,85.0,103.5
2058,229,528994,129,274976,2310.0,1200.8,37.0,53.0,356.5
2059,178,464723,121,213167,2610.8,1197.6,37.3,49.0,196.5
206,500,1442668,162,734047,2885.3,1468.1,37.1,53.0,747.5
2060,112,305258,79,131874,2725.5,1177.4,35.6,41.0,78.0
2061,231,567478,132,193361,2456.6,837.1,38.1,52.0,67.5
2062,200,487271,111,202109,2436.4,1010.5,38.0,54.0,148.0
2063,236,580677,124,234952,2460.5,995.6,37.4,71.0,190.5
2064,247,606608,131,274192,2455.9,1110.1,35.9,40.0,194.5
2065,84,214231,68,86546,2550.4,1030.3,36.2,41.0,35.5
2066,187,499790,125,180304,2672.7,964.2,38.6,43.0,59.5
2067,229,615533,132,194955,2687.9,851.3,38.7,47.0,45.0
2068,172,390066,111,158773,2267.8,923.1,35.5,39.0,104.0
2069,197,435891,120,177952,2212.6,903.3,37.2,38.0,78.0
207,456,1286283,167,645783,2820.8,1416.2,37.7,45.0,619.0
2070,203,534016,113,206972,2630.6,1019.6,38.4,65.0,161.0
2071,222,535506,134,217206,2412.2,978.4,38.4,43.0,92.0
2072,209,518615,133,165789,2481.4,793.2,37.7,43.0,48.0
2073,13,50102,16,13499,3854.0,1038.4,44.5,40.0,2.0
2074,162,410860,107,158974,2536.2,981.3,36.2,42.0,114.5
2075,144,373642,106,140358,2594.7,974.7,39.8,42.0,50.0
2076,216,570490,126,187496,2641.2,868.0,37.8,49.0,82.0
2077,235,592646,140,198526,2521.9,844.8,36.7,42.0,76.5
2078,227,584596,129,206579,2575.3,910.0,37.9,53.0,70.5
2079,184,476070,113,168294,2587.3,914.6,37.0,42.0,86.0
208,414,1123687,160,564226,2714.2,1362.9,35.5,51.0,551.0
2080,112,294017,82,107559,2625.2,960.3,39.8,39.0,44.5
2081,197,486367,128,186256,2468.9,945.5,37.2,47.0,95.5
2082,187,479760,128,172709,2565.6,923.6,37.9,45.0,82.0
2083,234,646529,144,227385,2762.9,971.7,36.0,49.0,98.0
2084,174,433901,103,210345,2493.7,1208.9,37.4,39.0,196.0
2085,169,450637,106,172138,2666.5,1018.6,36.8,43.0,65.0
2086,202,506094,121,228133,2505.4,1129.4,35.3,45.0,131.5
