bikeid,trips,distance,stations,duration,avg_trip_distance,avg_trip_duration,avg_age,age_range,revenue
1359,312,848463,150,402127,2719.4,1288.9,36.8,38.0,409.5
136,403,1172365,163,519796,2909.1,1289.8,36.4,45.0,358.0
1360,299,869537,143,351705,2908.2,1176.3,36.8,48.0,232.0
1361,335,913141,152,405758,2725.8,1211.2,37.4,81.0,347.5
1362,224,615239,117,273749,2746.6,1222.1,36.5,54.0,207.0
1363,192,505802,122,299476,2634.4,1559.8,36.7,45.0,445.0
1364,314,839267,144,433889,2672.8,1381.8,36.6,46.0,539.0
1365,333,791390,167,360659,2376.5,1083.1,36.1,48.0,204.0
1366,354,907564,161,443039,2563.7,1251.5,35.6,45.0,502.5
1367,252,681729,142,321034,2705.3,1273.9,37.5,48.0,271.5
1368,354,899661,152,450576,2541.4,1272.8,35.8,42.0,501.0
1369,325,933907,152,478401,2873.6,1472.0,37.9,42.0,742.5
137,420,1164612,163,683550,2772.9,1627.5,36.7,42.0,933.0
1370,249,787832,136,326925,3164.0,1313.0,36.8,63.0,243.5
1371,384,1003714,163,471868,2613.8,1228.8,38.2,48.0,404.0
1372,444,1246724,173,508277,2807.9,1144.8,37.3,50.0,282.0
1373,265,747579,129,267728,2821.1,1010.3,36.6,59.0,122.0
1374,361,966579,166,422557,2677.5,1170.5,37.3,48.0,249.0
1375,327,872001,154,458926,2666.7,1403.4,38.3,47.0,661.5
1376,314,874330,167,325800,2784.5,1037.6,36.3,44.0,125.0
1377,222,593360,125,339653,2672.8,1530.0,34.0,41.0,517.0
1378,303,857350,147,354728,2829.5,1170.7,36.5,46.0,261.5
1379,349,926646,165,469793,2655.1,1346.1,37.2,51.0,507.0
138,403,1045362,171,453856,2594.0,1126.2,37.5,45.0,270.0
1380,231,634073,130,250818,2744.9,1085.8,36.6,55.0,183.0
1381,314,871363,147,407169,2775.0,1296.7,38.9,53.0,408.5
1382,262,707883,147,362285,2701.8,1382.8,36.6,49.0,488.0
1383,332,885241,153,448454,2666.4,1350.8,36.2,44.0,581.5
1384,365,902135,155,367728,2471.6,1007.5,37.0,52.0,145.5
1385,275,750277,150,297471,2728.3,1081.7,38.7,45.0,134.0
1386,350,933175,162,465347,2666.2,1329.6,37.7,50.0,552.0
1387,232,675702,131,337578,2912.5,1455.1,37.6,45.0,381.5
1388,274,824978,140,488384,3010.9,1782.4,36.4,46.0,785.5
1389,277,724211,147,314896,2614.5,1136.8,36.2,53.0,186.5
139,321,857823,138,440459,2672.3,1372.1,36.2,49.0,357.0
1390,323,916579,149,409116,2837.7,1266.6,36.0,39.0,253.5
1391,279,684194,153,285321,2452.3,1022.7,37.2,46.0,108.5
1392,426,1174629,170,440141,2757.3,1033.2,37.5,47.0,166.0
1393,293,811193,152,448616,2768.6,1531.1,36.4,44.0,638.0
1394,283,715424,158,268533,2528.0,948.9,35.4,41.0,133.5
1395,300,767184,143,341268,2557.3,1137.6,38.6,54.0,246.5
1396,224,647136,123,392549,2889.0,1752.5,38.3,45.0,679.5
1397,276,816187,134,524620,2957.2,1900.8,36.5,46.0,960.5
1398,318,787572,152,348155,2476.6,1094.8,35.4,46.0,170.0
1399,21,42570,20,24589,2027.1,1170.9,48.1,20.0,12.0
14,308,866650,147,407498,2813.8,1323.0,37.5,55.0,249.0
140,468,1262523,164,730132,2697.7,1560.1,37.4,47.0,892.5
1400,307,897550,165,381954,2923.6,1244.1,36.2,55.0,428.0
1401,345,946837,163,431856,2744.5,1251.8,36.9,48.0,429.0
1402,392,1047767,157,587920,2672.9,1499.8,37.3,44.0,887.5
1403,266,773617,142,315487,2908.3,1186.0,37.3,45.0,166.0
1404,373,1105180,167,381314,2962.9,1022.3,37.3,43.0,138.5
1405,190,522106,121,189949,2747.9,999.7,37.3,51.0,57.0
1406,282,720220,148,431714,2554.0,1530.9,37.2,83.0,626.5
1407,224,631819,136,244329,2820.6,1090.8,36.4,47.0,109.0
1408,329,840159,152,382726,2553.7,1163.3,36.0,42.0,264.0
1409,298,770474,147,371010,2585.5,1245.0,37.3,43.0,217.0
141,511,1455570,173,754191,2848.5,1475.9,36.1,45.0,816.5
1410,291,796590,157,326679,2737.4,1122.6,37.2,48.0,132.5
1411,274,754967,145,317448,2755.4,1158.6,35.2,84.0,194.5
1412,350,1004064,170,488709,2868.8,1396.3,38.2,53.0,581.5
1413,362,984927,157,451054,2720.8,1246.0,35.9,53.0,414.0
1414,279,745960,146,404126,2673.7,1448.5,36.6,42.0,643.5
1415,335,981974,155,457742,2931.3,1366.4,36.8,45.0,472.5
1416,274,755324,141,403574,2756.7,1472.9,37.1,53.0,523.0
1417,396,949260,163,524624,2397.1,1324.8,37.9,50.0,681.5
1418,218,580204,119,257733,2661.5,1182.3,35.2,42.0,133.5
1419,319,859727,156,450631,2695.1,1412.6,37.8,44.0,747.5
142,429,1243352,163,513825,2898.3,1197.7,36.6,49.0,353.5
1420,349,1026995,169,425557,2942.7,1219.4,37.3,50.0,264.5
1421,188,444390,123,190926,2363.8,1015.6,37.4,49.0,128.5
1422,300,884154,146,435943,2947.2,1453.1,35.8,41.0,562.0
1423,165,469239,104,207658,2843.9,1258.5,37.4,41.0,179.0
1424,220,559517,118,299356,2543.3,1360.7,36.3,43.0,327.0
1425,238,724152,127,404328,3042.7,1698.9,37.9,40.0,598.0
1426,248,569972,138,244432,2298.3,985.6,36.0,47.0,93.5
1427,329,925245,157,383418,2812.3,1165.4,37.1,52.0,327.5
1428,367,1017711,175,398202,2773.1,1085.0,37.2,47.0,228.5
1429,301,829936,153,384362,2757.3,1277.0,36.4,43.0,377.5
143,357,991571,161,479112,2777.5,1342.1,36.9,54.0,438.0
1430,309,852445,151,345151,2758.7,1117.0,37.8,47.0,190.0
1431,272,773441,136,362859,2843.5,1334.0,37.9,51.0,342.0
1432,317,891342,163,388148,2811.8,1224.4,38.8,43.0,309.0
1433,109,291019,74,190660,2669.9,1749.2,33.9,30.0,256.0
1434,268,820261,156,346037,3060.7,1291.2,36.2,37.0,321.5
1435,268,677521,143,282697,2528.1,1054.8,37.6,50.0,212.5
1436,180,492655,112,255963,2737.0,1422.0,38.1,52.0,261.5
1437,353,956679,164,485913,2710.1,1376.5,36.6,43.0,643.5
1438,304,787189,152,403126,2589.4,1326.1,34.8,54.0,513.0
1439,371,1135544,184,396652,3060.8,1069.1,36.1,44.0,217.0
144,337,862331,141,423754,2558.8,1257.4,37.4,47.0,358.0
1440,292,776376,151,408623,2658.8,1399.4,37.9,41.0,517.5
1441,342,1005352,156,356061,2939.6,1041.1,37.1,55.0,238.5
1442,239,660210,132,340261,2762.4,1423.7,36.9,49.0,429.0
1443,394,1084081,166,423420,2751.5,1074.7,37.7,51.0,209.0
1444,296,748722,171,444769,2529.5,1502.6,38.4,40.0,743.0
1445,283,705584,143,345183,2493.2,1219.7,37.4,43.0,430.0
1446,263,737083,133,339700,2802.6,1291.6,38.7,81.0,281.5
1447,285,735870,148,340989,2582.0,1196.5,37.8,46.0,359.5
1448,314,852204,158,343832,2714.0,1095.0,37.2,46.0,236.5
1449,358,977636,161,378302,2730.8,1056.7,35.9,51.0,126.0
145,290,791928,155,367833,2730.8,1268.4,37.2,47.0,342.5
1450,218,571379,114,304776,2621.0,1398.1,39.2,52.0,350.5
1451,310,827863,152,520093,2670.5,1677.7,36.5,40.0,974.0
1452,348,852345,169,312963,2449.3,899.3,35.5,51.0,116.0
1453,289,720532,138,325277,2493.2,1125.5,38.2,44.0,272.0
1454,377,985800,164,409935,2614.9,1087.4,36.3,54.0,349.5
1455,363,900380,146,439600,2480.4,1211.0,37.7,46.0,377.5
1456,348,920158,155,370373,2644.1,1064.3,37.3,54.0,174.0
1457,280,769433,155,317807,2748.0,1135.0,37.5,45.0,165.0
1458,243,655853,144,315097,2699.0,1296.7,34.7,47.0,326.0
1459,349,939659,169,380983,2692.4,1091.6,36.8,44.0,231.5
146,323,911970,159,447116,2823.4,1384.3,35.9,53.0,543.5
1460,282,705148,151,282623,2500.5,1002.2,37.5,56.0,127.0
1461,366,1002165,150,413143,2738.2,1128.8,36.5,47.0,307.5
1462,259,661866,137,365060,2555.5,1409.5,36.8,46.0,517.0
1463,353,928541,154,437005,2630.4,1238.0,37.3,49.0,499.0
1464,340,944419,157,384729,2777.7,1131.6,38.3,45.0,228.5
1465,317,863368,148,362286,2723.6,1142.9,35.1,55.0,226.5
1466,370,935977,156,479390,2529.7,1295.6,36.9,41.0,548.5
1467,346,926788,159,394565,2678.6,1140.4,37.9,49.0,226.5
1468,322,762867,145,395181,2369.2,1227.3,37.8,47.0,336.5
1469,318,915407,160,485137,2878.6,1525.6,36.6,53.0,727.5
147,343,956778,162,418472,2789.4,1220.0,38.6,50.0,287.0
1470,165,436888,105,225008,2647.8,1363.7,37.5,51.0,203.0
1471,231,626678,141,233040,2712.9,1008.8,37.2,48.0,104.0
1472,293,846286,148,347409,2888.3,1185.7,37.3,53.0,331.0
1473,272,746376,139,321077,2744.0,1180.4,37.8,46.0,286.0
1474,282,810936,164,316249,2875.7,1121.5,37.5,48.0,159.5
1475,221,599818,121,243412,2714.1,1101.4,35.7,42.0,111.0
1476,268,625377,144,264557,2333.5,987.2,36.5,49.0,100.0
1477,240,592855,144,283894,2470.2,1182.9,35.0,49.0,247.5
1478,380,1002214,173,442010,2637.4,1163.2,38.9,45.0,348.0
1479,365,926569,156,426414,2538.5,1168.3,38.0,57.0,370.0
148,420,1221941,164,742350,2909.4,1767.5,35.9,57.0,1276.0
1480,191,565180,116,279826,2959.1,1465.1,35.2,40.0,240.0
1481,385,1033321,169,434565,2684.0,1128.7,38.0,46.0,256.5
1482,247,625418,127,292111,2532.1,1182.6,38.2,48.0,325.0
1483,346,968684,149,473241,2799.7,1367.7,36.4,91.0,495.5
1484,304,877581,152,385902,2886.8,1269.4,36.5,50.0,294.0
1485,320,852277,160,418405,2663.4,1307.5,36.0,47.0,418.5
1486,304,805731,144,353414,2650.4,1162.5,37.5,49.0,309.5
1487,332,862484,168,378317,2597.8,1139.5,37.0,49.0,248.5
1488,333,889100,156,426149,2670.0,1279.7,38.3,53.0,398.0
1489,306,790094,154,426614,2582.0,1394.2,38.0,54.0,485.5
149,344,1034792,143,500316,3008.1,1454.4,37.7,47.0,474.5
1490,419,1021037,165,445859,2436.8,1064.1,36.1,46.0,297.5
1491,244,787733,146,309795,3228.4,1269.7,36.7,44.0,251.5
1492,328,935653,151,370678,2852.6,1130.1,37.6,44.0,197.0
1493,264,777070,135,450468,2943.4,1706.3,35.1,38.0,547.0
1494,266,681214,144,275557,2561.0,1035.9,36.9,53.0,125.0
1495,333,931194,170,396337,2796.4,1190.2,35.7,40.0,305.5
1496,215,578112,119,278996,2688.9,1297.7,36.7,48.0,219.0
1497,281,713528,137,339611,2539.2,1208.6,37.0,44.0,310.5
1498,313,845867,154,322739,2702.5,1031.1,38.2,42.0,106.5
1499,305,823947,160,318656,2701.5,1044.8,37.3,53.0,173.5
150,372,969307,157,555173,2605.7,1492.4,37.1,51.0,860.5
1500,279,700542,144,313629,2510.9,1124.1,37.1,51.0,199.0
1501,244,667213,139,276616,2734.5,1133.7,36.5,39.0,126.5
1502,329,829519,165,360114,2521.3,1094.6,37.4,46.0,267.5
1503,211,670576,123,272689,3178.1,1292.4,35.9,37.0,165.0
1504,335,842485,146,349524,2514.9,1043.4,37.2,45.0,185.5
1505,228,643160,143,286865,2820.9,1258.2,36.3,55.0,230.0
1506,267,725510,131,293525,2717.3,1099.3,37.0,48.0,118.0
1507,173,451056,117,169474,2607.3,979.6,40.8,87.0,55.0
1508,232,598597,125,347978,2580.2,1499.9,38.7,45.0,462.0
1509,317,878313,158,367167,2770.7,1158.3,37.0,43.0,272.0
151,399,1155052,161,699203,2894.9,1752.4,37.5,47.0,1106.5
1510,299,859787,151,290748,2875.5,972.4,35.5,52.0,140.0
1511,279,732282,144,317642,2624.7,1138.5,35.9,44.0,251.5
1512,267,719683,147,282221,2695.4,1057.0,39.2,46.0,157.5
1513,314,827328,160,296734,2634.8,945.0,36.0,43.0,83.0
1514,292,776796,152,309542,2660.3,1060.1,36.4,44.0,138.5
1515,338,863004,166,439464,2553.3,1300.2,35.9,49.0,485.5
1516,332,835022,155,406412,2515.1,1224.1,37.6,88.0,369.5
1517,395,1036303,166,580394,2623.6,1469.4,37.4,42.0,841.5
1518,289,716902,146,354373,2480.6,1226.2,37.8,46.0,273.5
1519,346,897052,161,399273,2592.6,1154.0,37.3,44.0,438.0
152,380,1001988,158,600385,2636.8,1580.0,38.6,47.0,846.5
1520,281,693630,140,280896,2468.4,999.6,36.0,46.0,137.0
1521,339,881770,149,359202,2601.1,1059.6,37.9,44.0,189.5
1522,214,567034,122,302447,2649.7,1413.3,36.9,43.0,354.0
1523,292,751810,146,338192,2574.7,1158.2,35.9,43.0,316.0
1524,268,784150,139,312735,2925.9,1166.9,37.4,44.0,184.5
1525,304,820058,141,330835,2697.6,1088.3,39.5,49.0,179.5
1526,363,963267,160,427877,2653.6,1178.7,35.9,46.0,296.0
1527,325,855032,155,343409,2630.9,1056.6,38.9,46.0,134.5
1528,259,749165,146,276498,2892.5,1067.6,35.2,45.0,80.5
1529,282,739757,138,399310,2623.3,1416.0,36.7,53.0,406.0
153,394,943913,152,528623,2395.7,1341.7,36.9,42.0,520.5
1530,321,899749,148,365341,2803.0,1138.1,37.4,45.0,222.0
1531,264,727085,140,277532,2754.1,1051.3,38.6,84.0,176.5
1532,314,803372,162,333344,2558.5,1061.6,36.2,44.0,162.0
1533,254,687144,146,350863,2705.3,1381.4,36.0,45.0,393.0
1534,292,783515,145,360718,2683.3,1235.3,37.6,44.0,300.0
1535,340,903410,163,390255,2657.1,1147.8,36.8,47.0,259.0
1536,333,927213,156,353710,2784.4,1062.2,37.9,48.0,173.5
1537,260,727352,144,329380,2797.5,1266.8,36.3,43.0,243.0
1538,195,558750,117,286241,2865.4,1467.9,35.8,43.0,370.0
1539,307,810397,166,390250,2639.7,1271.2,37.3,54.0,446.5
154,447,1221333,161,533754,2732.3,1194.1,38.2,48.0,444.5
1540,294,745021,140,314822,2534.1,1070.8,36.6,57.0,108.0
1541,263,726653,147,417441,2762.9,1587.2,37.1,48.0,581.0
1542,199,577905,131,328136,2904.0,1648.9,35.0,49.0,480.5
1543,266,754845,141,269603,2837.8,1013.5,35.9,37.0,89.0
1544,328,895570,161,399906,2730.4,1219.2,36.2,53.0,379.5
1545,61,160768,50,46227,2635.5,757.8,38.4,35.0,2.0
1546,301,879397,167,554743,2921.6,1843.0,37.4,53.0,1041.5
1547,247,617194,136,272746,2498.8,1104.2,35.4,48.0,228.0
1548,294,769987,155,395564,2619.0,1345.5,35.3,43.0,603.5
1549,293,724585,135,366808,2473.0,1251.9,38.1,40.0,314.0
155,321,900301,151,436848,2804.7,1360.9,38.4,45.0,495.0
1550,351,965968,155,367442,2752.0,1046.8,36.5,49.0,193.0
1551,190,560488,118,237605,2949.9,1250.6,35.2,38.0,143.5
1552,305,767235,149,343317,2515.5,1125.6,37.5,54.0,213.5
1553,307,779245,153,365252,2538.3,1189.7,37.9,53.0,266.5
1554,255,815552,142,346106,3198.2,1357.3,37.2,42.0,256.5
1555,284,700754,142,315441,2467.4,1110.7,38.3,41.0,288.0
1556,351,925431,155,422778,2636.6,1204.5,35.9,42.0,326.0
1557,336,900702,156,368782,2680.7,1097.6,38.5,45.0,230.0
1558,299,844489,149,403166,2824.4,1348.4,37.3,47.0,447.5
1559,322,878479,147,332983,2728.2,1034.1,35.9,54.0,185.0
156,426,1179798,170,615163,2769.5,1444.0,39.8,55.0,872.5
1560,199,556663,124,243960,2797.3,1225.9,37.5,36.0,123.0
1561,320,894710,176,452863,2796.0,1415.2,38.0,48.0,647.0
1562,242,666590,142,308026,2754.5,1272.8,37.2,39.0,295.5
1563,303,778998,156,331279,2571.0,1093.3,36.1,59.0,202.0
1564,403,1093669,160,508335,2713.8,1261.4,38.3,41.0,475.5
1565,345,916992,148,393001,2657.9,1139.1,35.8,49.0,199.5
1566,257,678072,147,390062,2638.4,1517.8,39.1,45.0,556.5
1567,329,891927,139,349253,2711.0,1061.6,37.4,46.0,124.5
1568,304,802020,155,358283,2638.2,1178.6,37.1,49.0,263.5
1569,339,918221,167,427747,2708.6,1261.8,37.8,55.0,379.0
157,272,698646,140,325186,2568.6,1195.5,36.7,47.0,204.5
1570,317,812795,156,339899,2564.0,1072.2,36.3,56.0,192.0
1571,284,633445,135,354964,2230.4,1249.9,38.7,40.0,209.0
1572,264,686540,145,264291,2600.5,1001.1,37.0,42.0,91.0
1573,277,706198,135,282379,2549.5,1019.4,37.1,52.0,111.5
1574,290,736371,162,305946,2539.2,1055.0,38.8,48.0,158.5
1575,327,849831,141,347553,2598.9,1062.9,38.3,51.0,151.0
1576,255,725404,131,341970,2844.7,1341.1,36.8,43.0,289.0
1577,287,713555,144,272063,2486.3,948.0,37.5,47.0,127.5
1578,358,1004076,157,379530,2804.7,1060.1,38.6,45.0,154.5
1579,331,869023,148,405793,2625.4,1226.0,37.1,46.0,466.5
158,485,1391490,162,575883,2869.1,1187.4,38.5,43.0,319.0
1580,269,683426,152,362201,2540.6,1346.5,36.7,45.0,422.0
1581,361,952128,168,475326,2637.5,1316.7,38.1,74.0,571.5
1582,238,627753,126,339896,2637.6,1428.1,39.2,55.0,362.0
1583,288,749911,149,264088,2603.9,917.0,37.6,52.0,49.5
1584,340,966007,162,357952,2841.2,1052.8,36.3,42.0,145.0
1585,297,770133,146,344736,2593.0,1160.7,40.1,43.0,214.0
1586,303,842045,149,309675,2779.0,1022.0,37.3,42.0,219.0
1587,350,914264,163,522117,2612.2,1491.8,37.0,50.0,858.5
1588,303,817035,160,373105,2696.5,1231.4,36.1,47.0,282.5
1589,373,942973,161,408851,2528.1,1096.1,37.3,54.0,234.0
159,344,958742,161,474231,2787.0,1378.6,36.9,44.0,406.5
1590,327,890455,164,377321,2723.1,1153.9,37.4,49.0,210.0
1591,349,913664,158,415524,2617.9,1190.6,37.8,58.0,359.0
1592,338,994796,163,406701,2943.2,1203.3,36.7,43.0,315.0
1593,293,756048,139,351650,2580.4,1200.2,37.6,47.0,348.0
1594,291,835731,161,347422,2871.9,1193.9,35.7,48.0,338.0
1595,215,581098,132,214587,2702.8,998.1,37.7,56.0,115.0
1596,300,781363,139,352939,2604.5,1176.5,35.9,43.0,212.0
1597,332,827161,159,325558,2491.4,980.6,37.0,83.0,182.5
1598,232,692825,143,276011,2986.3,1189.7,36.8,44.0,137.0
1599,309,868533,145,361925,2810.8,1171.3,37.3,44.0,193.5
160,413,1239002,167,593297,3000.0,1436.6,36.9,53.0,523.5
1600,181,506319,129,199681,2797.3,1103.2,36.2,36.0,114.0
1601,310,869744,145,488732,2805.6,1576.6,37.6,47.0,847.0
1602,188,528500,113,197048,2811.2,1048.1,36.9,41.0,65.5
1603,274,727556,148,289017,2655.3,1054.8,36.1,45.0,124.0
1604,232,620304,139,225164,2673.7,970.5,37.0,62.0,98.5
1605,299,834087,151,395114,2789.6,1321.5,35.6,54.0,481.0
1606,166,455477,109,238141,2743.8,1434.6,36.7,41.0,198.5
1607,253,741878,139,341403,2932.3,1349.4,36.8,44.0,372.5
1608,266,775797,139,307658,2916.5,1156.6,36.1,52.0,236.5
1609,277,694268,146,287239,2506.4,1037.0,37.3,47.0,159.5
161,387,1120262,161,529477,2894.7,1368.2,36.2,40.0,423.5
1610,256,682243,157,243467,2665.0,951.0,35.4,46.0,62.0
1611,247,664158,132,290174,2688.9,1174.8,38.1,51.0,196.0
1612,243,663820,133,235987,2731.8,971.1,37.2,46.0,111.0
1613,290,736286,138,354846,2538.9,1223.6,35.5,44.0,368.0
1614,213,571230,112,227369,2681.8,1067.5,34.5,42.0,98.0
1615,306,746948,156,314494,2441.0,1027.8,37.4,52.0,159.5
1616,129,325372,101,96333,2522.3,746.8,36.6,38.0,12.0
1617,329,854445,151,373824,2597.1,1136.2,38.2,50.0,216.5
1618,307,818720,154,389787,2666.8,1269.7,37.2,40.0,516.5
1619,305,785713,153,332552,2576.1,1090.3,36.7,60.0,154.0
162,383,1076672,157,543155,2811.2,1418.2,36.5,42.0,538.5
1620,246,666290,135,300498,2708.5,1221.5,36.0,39.0,164.0
1621,234,651470,130,214789,2784.1,917.9,38.4,54.0,101.0
1622,265,679924,148,272546,2565.8,1028.5,38.6,41.0,129.0
1623,281,736898,148,415642,2622.4,1479.2,37.4,50.0,635.5
1624,237,672801,131,355998,2838.8,1502.1,38.3,53.0,444.5
1625,293,793400,147,368203,2707.8,1256.7,37.4,38.0,449.0
1627,219,633444,131,296183,2892.4,1352.4,36.3,64.0,289.0
1628,294,796728,148,337659,2710.0,1148.5,38.7,48.0,196.5
1629,195,528044,130,204326,2707.9,1047.8,36.9,44.0,81.0
163,510,1404236,164,706964,2753.4,1386.2,36.6,44.0,742.0
1630,258,673702,141,272077,2611.2,1054.6,36.1,41.0,117.5
1631,282,748409,160,356575,2653.9,1264.5,37.3,47.0,461.5
1632,264,768437,134,287488,2910.7,1089.0,36.6,52.0,108.5
1633,324,840107,150,333777,2592.9,1030.2,35.9,46.0,150.0
1634,176,431782,118,169949,2453.3,965.6,36.0,39.0,75.5
1635,212,561502,128,280496,2648.6,1323.1,38.0,46.0,233.5
1636,219,579327,134,252099,2645.3,1151.1,36.9,44.0,166.5
1637,293,867831,154,365166,2961.9,1246.3,37.1,50.0,289.5
1638,291,779120,152,298765,2677.4,1026.7,36.6,50.0,150.0
1639,287,768354,152,302162,2677.2,1052.8,36.5,49.0,125.0
164,392,1013228,154,485568,2584.8,1238.7,37.9,49.0,448.0
1640,272,737073,145,310114,2709.8,1140.1,35.4,40.0,177.5
1641,262,798366,148,346053,3047.2,1320.8,37.1,44.0,338.0
1642,288,725688,150,289445,2519.8,1005.0,38.4,54.0,130.0
1643,234,632839,130,294527,2704.4,1258.7,37.7,38.0,337.5
1644,266,718606,135,292594,2701.5,1100.0,37.1,43.0,123.0
1645,317,838771,149,363759,2646.0,1147.5,37.0,55.0,231.0
1646,309,787960,161,330410,2550.0,1069.3,36.0,41.0,187.5
1647,190,589130,127,327956,3100.7,1726.1,33.8,40.0,511.5
1648,279,793155,152,314974,2842.8,1128.9,37.0,39.0,148.0
1649,205,542333,133,211267,2645.5,1030.6,36.0,42.0,133.0
165,239,700476,130,275904,2930.9,1154.4,37.1,53.0,179.5
1650,342,903884,170,343599,2642.9,1004.7,36.1,50.0,166.5
1651,339,873476,158,327773,2576.6,966.9,37.7,53.0,159.0
1652,192,499116,113,251475,2599.6,1309.8,38.5,39.0,186.0
1653,250,658213,137,266599,2632.9,1066.4,39.0,49.0,177.5
1654,303,843006,161,325764,2782.2,1075.1,37.4,44.0,162.0
1655,282,747660,152,288367,2651.3,1022.6,39.6,54.0,149.0
1656,278,703768,157,317372,2531.5,1141.6,36.1,43.0,143.5
1657,217,592728,120,431486,2731.5,1988.4,37.3,65.0,745.5
1658,268,661282,144,298824,2467.5,1115.0,37.2,48.0,185.5
1659,258,621088,144,309548,2407.3,1199.8,37.6,49.0,232.5
166,285,795559,141,498992,2791.4,1750.8,38.7,46.0,643.5
1660,300,912869,163,371459,3042.9,1238.2,37.9,47.0,207.5
1661,345,962102,150,369130,2788.7,1069.9,36.0,42.0,165.5
1662,223,666562,109,304217,2989.1,1364.2,36.0,52.0,215.0
1663,315,797364,165,340947,2531.3,1082.4,36.6,47.0,193.5
1664,331,865462,160,345864,2614.7,1044.9,37.8,56.0,149.0
1665,187,598367,105,237009,3199.8,1267.4,34.8,37.0,138.0
1666,275,709299,153,485713,2579.3,1766.2,36.5,44.0,969.5
1667,123,296591,90,206199,2411.3,1676.4,36.3,41.0,416.0
1668,324,890584,148,378586,2748.7,1168.5,38.5,56.0,231.5
1669,328,860333,155,413835,2623.0,1261.7,39.4,51.0,448.5
167,416,1172048,167,584550,2817.4,1405.2,36.2,48.0,662.0
1670,302,781410,143,361194,2587.5,1196.0,35.2,46.0,289.5
1671,316,872285,163,413922,2760.4,1309.9,37.2,38.0,399.5
1672,275,741868,144,283137,2697.7,1029.6,36.4,44.0,145.0
1673,266,681067,137,322929,2560.4,1214.0,37.7,42.0,339.0
1674,286,755323,154,298809,2641.0,1044.8,38.6,48.0,227.5
1675,225,587391,119,221771,2610.6,985.6,37.9,53.0,97.0
1676,217,569841,126,193643,2626.0,892.4,38.8,45.0,58.5
1677,288,736410,147,328148,2557.0,1139.4,37.1,62.0,226.0
1678,252,638679,139,295052,2534.4,1170.8,35.7,44.0,212.5
1679,289,710931,142,352229,2460.0,1218.8,37.2,41.0,310.0
168,407,1101140,151,523595,2705.5,1286.5,38.3,55.0,426.0
1680,314,843053,162,349638,2684.9,1113.5,36.2,44.0,247.0
1681,262,678696,151,307335,2590.4,1173.0,38.2,50.0,247.5
1682,337,922708,159,402704,2738.0,1195.0,38.0,41.0,326.5
1683,233,730725,133,291092,3136.2,1249.3,36.4,43.0,206.5
1684,252,667858,129,343908,2650.2,1364.7,38.0,38.0,356.0
1685,251,665048,148,296690,2649.6,1182.0,37.3,49.0,250.0
1686,298,814160,144,380698,2732.1,1277.5,36.5,55.0,416.5
1687,349,1038627,157,399433,2976.0,1144.5,36.7,44.0,246.0
1688,299,824799,137,304534,2758.5,1018.5,36.5,46.0,85.5
1689,276,689579,149,274329,2498.5,993.9,36.6,44.0,91.5
169,429,1207300,170,479974,2814.2,1118.8,37.7,44.0,228.0
1690,307,748606,152,442180,2438.5,1440.3,37.4,86.0,723.5
1691,212,608249,115,272910,2869.1,1287.3,37.6,34.0,166.5
1692,308,855393,155,365510,2777.3,1186.7,37.9,55.0,269.0
1693,286,801013,157,289237,2800.7,1011.3,37.6,41.0,110.0
1694,328,867423,152,532374,2644.6,1623.1,35.9,51.0,829.5
1695,133,372267,99,181564,2799.0,1365.1,36.9,39.0,197.5
1696,175,539056,110,220300,3080.3,1258.9,35.7,42.0,181.5
1697,255,603609,140,236974,2367.1,929.3,37.5,50.0,89.5
1698,275,732629,139,291940,2664.1,1061.6,36.9,41.0,161.5
1699,296,757973,160,367752,2560.7,1242.4,36.5,52.0,455.5
170,472,1241653,163,584449,2630.6,1238.2,37.8,54.0,414.0
1700,303,990301,163,437102,3268.3,1442.6,36.9,44.0,491.0
1701,315,797705,142,402236,2532.4,1276.9,38.6,43.0,514.5
1702,294,855883,160,384819,2911.2,1308.9,34.8,48.0,393.0
1703,313,916690,145,338537,2928.7,1081.6,37.7,91.0,198.0
1704,221,605468,134,260882,2739.7,1180.5,36.9,41.0,134.0
1705,369,1001475,169,446258,2714.0,1209.4,36.0,48.0,336.0
1706,272,749054,146,377095,2753.9,1386.4,35.2,46.0,372.0
1707,224,555030,125,308684,2477.8,1378.1,37.0,46.0,316.0
1708,248,703240,141,337397,2835.6,1360.5,37.2,44.0,330.0
1709,330,910251,153,376529,2758.3,1141.0,37.0,40.0,229.5
171,406,1143930,174,582449,2817.6,1434.6,36.8,52.0,708.0
1710,273,700729,146,320051,2566.8,1172.3,35.8,49.0,233.0
1711,246,699018,137,377567,2841.5,1534.8,34.9,45.0,493.0
1712,317,845157,146,416454,2666.1,1313.7,34.8,47.0,428.0
1713,278,694489,155,412518,2498.2,1483.9,38.5,47.0,522.0
1714,264,666428,143,270395,2524.3,1024.2,37.1,42.0,110.0
1715,225,540670,136,243563,2403.0,1082.5,39.8,50.0,138.5
1716,262,662301,143,316430,2527.9,1207.7,35.9,44.0,269.5
1717,291,765018,146,330786,2628.9,1136.7,38.0,85.0,148.0
1718,262,647078,140,383734,2469.8,1464.6,37.5,57.0,660.5
1719,282,775122,144,336423,2748.7,1193.0,36.0,48.0,278.0
172,464,1294671,161,606209,2790.2,1306.5,36.5,45.0,453.0
1720,269,719139,150,327735,2673.4,1218.3,36.5,46.0,314.0
