bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
2461,,,Mies van der Rohe Way & Chicago Ave,Michigan Ave & Lake St,Mies van der Rohe Way & Chicago Ave,Customer,1398,9/26/2013 13:33,43,9/26/2013 12:57,338,Michigan Ave & Lake St,"2,120",594868
2461,,,Stetson Ave & South Water St,Mies van der Rohe Way & Chicago Ave,Stetson Ave & South Water St,Customer,1438,9/26/2013 15:49,338,9/26/2013 15:13,48,Mies van der Rohe Way & Chicago Ave,"2,135",596025
2461,,,Dearborn St & Monroe St,Milwaukee Ave & Wabansia Ave,Dearborn St & Monroe St,Customer,6154,9/27/2013 7:11,243,9/27/2013 6:46,49,Milwaukee Ave & Wabansia Ave,"1,504",601300
2461,,,Clark St & Elm St,Dearborn Pkwy & Delaware Pl,Clark St & Elm St,Customer,567,9/27/2013 13:53,173,9/27/2013 13:36,349,Dearborn Pkwy & Delaware Pl,"1,057",605397
2461,,,Wood St & Grand Ave,Clark St & Elm St,Wood St & Grand Ave,Customer,5060,9/27/2013 17:08,349,9/27/2013 16:50,432,Clark St & Elm St,"1,083",607936
2461,,,Museum Campus,LaSalle St & Jackson Blvd,Museum Campus,Customer,3093,10/2/2013 11:29,32,10/2/2013 11:04,29,LaSalle St & Jackson Blvd,"1,533",659111
2461,,,Shore Drive & 55th St,Museum Campus,Shore Drive & 55th St,Customer,9261,10/2/2013 12:26,29,10/2/2013 11:57,361,Museum Campus,"1,718",659611
2461,,,Shore Drive & 55th St,Shore Drive & 55th St,Shore Drive & 55th St,Customer,0,10/4/2013 12:55,361,10/4/2013 12:52,361,Shore Drive & 55th St,182,677528
2461,,,Martin Luther King Dr & 29th St,Fort Dearborn Dr & 31st St,Martin Luther King Dr & 29th St,Customer,1160,10/4/2013 15:27,220,10/4/2013 15:11,214,Fort Dearborn Dr & 31st St,"1,011",679029
2461,,,Normal Ave & Archer Ave,Martin Luther King Dr & 29th St,Normal Ave & Archer Ave,Customer,2771,10/4/2013 15:52,214,10/4/2013 15:30,308,Martin Luther King Dr & 29th St,"1,302",679284
2461,,,Halsted St & Archer Ave,Normal Ave & Archer Ave,Halsted St & Archer Ave,Customer,601,10/4/2013 16:17,308,10/4/2013 15:55,98,Normal Ave & Archer Ave,"1,305",679608
2461,,,Wentworth Ave & Archer Ave,Halsted St & Archer Ave,Wentworth Ave & Archer Ave,Customer,1506,10/4/2013 16:37,98,10/4/2013 16:28,75,Halsted St & Archer Ave,526,680028
2461,,,State St & Randolph St,Wentworth Ave & Archer Ave,State St & Randolph St,Customer,4569,10/4/2013 17:17,75,10/4/2013 16:58,2,Wentworth Ave & Archer Ave,"1,150",680543
2461,,,Mies van der Rohe Way & Chicago Ave,State St & Randolph St,Mies van der Rohe Way & Chicago Ave,Customer,1872,10/4/2013 17:36,2,10/4/2013 17:21,338,State St & Randolph St,876,681037
2461,,,Michigan Ave & Jackson Blvd,Clinton St & 18th St,Michigan Ave & Jackson Blvd,Customer,3610,10/7/2013 11:42,329,10/7/2013 11:30,340,Clinton St & 18th St,741,702957
2461,,,Museum Campus,Michigan Ave & Jackson Blvd,Museum Campus,Customer,2497,10/7/2013 14:17,340,10/7/2013 12:35,29,Michigan Ave & Jackson Blvd,"6,139",703513
2461,,,Museum Campus,Museum Campus,Museum Campus,Customer,0,10/7/2013 15:52,29,10/7/2013 14:48,29,Museum Campus,"3,842",704709
2461,,,Lake Shore Dr & Monroe St,Museum Campus,Lake Shore Dr & Monroe St,Customer,2229,10/7/2013 16:25,29,10/7/2013 16:03,300,Museum Campus,"1,312",705374
2461,,,Streeter Dr & Illinois St,Lake Shore Dr & Monroe St,Streeter Dr & Illinois St,Customer,1455,10/7/2013 16:38,300,10/7/2013 16:27,22,Lake Shore Dr & Monroe St,658,705631
2461,,,Michigan Ave & Lake St,Franklin St & Chicago Ave,Michigan Ave & Lake St,Customer,2184,10/8/2013 12:03,17,10/8/2013 11:36,43,Franklin St & Chicago Ave,"1,643",712486
2461,,,Clark St & North Ave,State St & Kinzie St,Clark St & North Ave,Customer,2786,10/9/2013 17:22,50,10/9/2013 17:06,128,State St & Kinzie St,"1,009",726554
2461,,,Lincoln Ave & Armitage Ave,Clark St & North Ave,Lincoln Ave & Armitage Ave,Customer,992,10/9/2013 17:35,128,10/9/2013 17:27,146,Clark St & North Ave,439,727055
2461,,,Wood St & Milwaukee Ave,Wood St & Milwaukee Ave,Wood St & Milwaukee Ave,Customer,0,10/10/2013 20:47,221,10/10/2013 20:31,221,Wood St & Milwaukee Ave,986,740329
2461,,,Ashland Ave & Armitage Ave,Wood St & Milwaukee Ave,Ashland Ave & Armitage Ave,Customer,1450,10/11/2013 8:45,221,10/11/2013 8:40,25,Wood St & Milwaukee Ave,345,743294
2461,,,Clinton St & Madison St,Ashland Ave & Armitage Ave,Clinton St & Madison St,Customer,5681,10/11/2013 9:26,25,10/11/2013 9:03,301,Ashland Ave & Armitage Ave,"1,338",743573
2461,,,Michigan Ave & Madison St,Franklin St & Arcade Pl,Michigan Ave & Madison St,Customer,1187,10/11/2013 12:25,57,10/11/2013 12:18,36,Franklin St & Arcade Pl,407,745742
2461,,,Dearborn St & Adams St,Michigan Ave & Madison St,Dearborn St & Adams St,Customer,679,10/11/2013 12:41,36,10/11/2013 12:37,20,Michigan Ave & Madison St,287,745976
2461,,,Adler Planetarium,Dearborn St & Adams St,Adler Planetarium,Customer,3306,10/11/2013 13:44,20,10/11/2013 12:56,431,Dearborn St & Adams St,"2,858",746252
