bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
2222,,,St Clair St & Erie St,Millennium Park,St Clair St & Erie St,Customer,1611,9/19/2013 17:44,8,9/19/2013 17:04,16,Millennium Park,"2,423",531185
2222,,,Wabash Ave & Grand Ave,St Clair St & Erie St,Wabash Ave & Grand Ave,Customer,652,9/19/2013 19:51,16,9/19/2013 19:38,4,St Clair St & Erie St,741,533196
2222,,,Sedgwick St & Huron St,Wabash Ave & Grand Ave,Sedgwick St & Huron St,Customer,1302,9/19/2013 20:23,4,9/19/2013 20:05,52,Wabash Ave & Grand Ave,"1,059",533396
2222,,,Broadway & Belmont Ave,Museum Campus,Broadway & Belmont Ave,Customer,10865,9/21/2013 17:49,29,9/21/2013 16:25,277,Museum Campus,"5,037",550850
2222,,,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,Customer,0,9/21/2013 23:27,328,9/21/2013 23:25,328,Lake Shore Dr & North Blvd,107,554617
2222,,,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,Lake Shore Dr & North Blvd,Customer,0,9/21/2013 23:43,328,9/21/2013 23:28,328,Lake Shore Dr & North Blvd,867,554624
2222,,,Michigan Ave & Washington St,Lake Shore Dr & North Blvd,Michigan Ave & Washington St,Customer,4944,9/22/2013 0:05,328,9/21/2013 23:46,1,Lake Shore Dr & North Blvd,"1,187",554679
2222,,,Michigan Ave & Washington St,Michigan Ave & Washington St,Michigan Ave & Washington St,Customer,0,9/22/2013 0:09,1,9/22/2013 0:07,1,Michigan Ave & Washington St,126,554740
2222,,,Museum Campus,Michigan Ave & Washington St,Museum Campus,Customer,3088,9/22/2013 0:28,1,9/22/2013 0:11,29,Michigan Ave & Washington St,"1,005",554761
2222,,,Michigan Ave & Congress Pkwy,Museum Campus,Michigan Ave & Congress Pkwy,Customer,2324,9/22/2013 0:47,29,9/22/2013 0:31,40,Museum Campus,"1,003",554818
2222,,,Michigan Ave & Congress Pkwy,Michigan Ave & Congress Pkwy,Michigan Ave & Congress Pkwy,Customer,0,9/22/2013 8:52,40,9/22/2013 8:03,40,Michigan Ave & Congress Pkwy,"2,905",555387
2222,,,State St & Randolph St,Michigan Ave & Congress Pkwy,State St & Randolph St,Customer,1342,9/22/2013 9:53,40,9/22/2013 9:44,2,Michigan Ave & Congress Pkwy,589,555832
2222,,,Damen Ave & Augusta Blvd,State St & Randolph St,Damen Ave & Augusta Blvd,Customer,5042,9/22/2013 11:48,2,9/22/2013 11:11,142,State St & Randolph St,"2,222",556734
2222,,,Damen Ave & Pierce Ave,Damen Ave & Augusta Blvd,Damen Ave & Pierce Ave,Customer,1170,9/22/2013 12:03,142,9/22/2013 11:52,65,Damen Ave & Augusta Blvd,683,557223
2222,,,Campbell Ave & North Ave,Damen Ave & Pierce Ave,Campbell Ave & North Ave,Customer,1470,9/22/2013 13:51,65,9/22/2013 13:46,257,Damen Ave & Pierce Ave,340,558935
2222,,,Aberdeen St & Jackson Blvd,State St & 16th St,Aberdeen St & Jackson Blvd,Customer,4670,9/25/2013 18:08,148,9/25/2013 17:49,157,State St & 16th St,"1,119",588728
2222,,,Orleans St & Merchandise Mart Plaza,Orleans St & Merchandise Mart Plaza,Orleans St & Merchandise Mart Plaza,Customer,0,9/26/2013 18:58,13,9/26/2013 18:24,13,Orleans St & Merchandise Mart Plaza,"2,004",598766
2222,,,Green St & Milwaukee Ave,Fairbanks Ct & Grand Ave,Green St & Milwaukee Ave,Customer,2885,9/26/2013 22:14,262,9/26/2013 22:02,33,Fairbanks Ct & Grand Ave,717,600506
2222,,,Wells St & Ohio St,Green St & Milwaukee Ave,Wells St & Ohio St,Customer,1896,9/27/2013 8:36,33,9/27/2013 8:23,264,Green St & Milwaukee Ave,784,602343
2222,,,Lincoln Ave & Armitage Ave,Streeter Dr & Illinois St,Lincoln Ave & Armitage Ave,Customer,4424,9/27/2013 17:19,22,9/27/2013 16:42,146,Streeter Dr & Illinois St,"2,229",607783
2222,,,Indiana Ave & Roosevelt Rd,Clark St & Elm St,Indiana Ave & Roosevelt Rd,Customer,6935,9/27/2013 22:01,349,9/27/2013 21:37,309,Clark St & Elm St,"1,457",611429
2222,,,Museum Campus,Indiana Ave & Roosevelt Rd,Museum Campus,Customer,1574,9/27/2013 22:48,309,9/27/2013 22:41,29,Indiana Ave & Roosevelt Rd,423,611766
2222,,,Millennium Park,Canal St & Jackson Blvd,Millennium Park,Customer,1611,9/28/2013 15:01,138,9/28/2013 14:39,8,Canal St & Jackson Blvd,"1,337",618717
2222,,,Streeter Dr & Illinois St,Millennium Park,Streeter Dr & Illinois St,Customer,2194,9/28/2013 15:25,8,9/28/2013 15:03,22,Millennium Park,"1,337",619255
2222,,,Museum Campus,Streeter Dr & Illinois St,Museum Campus,Customer,4119,9/28/2013 16:23,22,9/28/2013 15:49,29,Streeter Dr & Illinois St,"2,089",620216
2222,,,Michigan Ave & Oak St,Museum Campus,Michigan Ave & Oak St,Customer,5831,9/28/2013 17:12,29,9/28/2013 16:44,42,Museum Campus,"1,653",621397
2222,,,Hampden Ct & Diversey Pkwy,Michigan Ave & Oak St,Hampden Ct & Diversey Pkwy,Customer,4618,9/28/2013 17:59,42,9/28/2013 17:34,123,Michigan Ave & Oak St,"1,486",622393
2222,,,Pine Grove Ave & Irving Park Rd,Hampden Ct & Diversey Pkwy,Pine Grove Ave & Irving Park Rd,Customer,4032,9/28/2013 18:43,123,9/28/2013 18:13,324,Hampden Ct & Diversey Pkwy,"1,826",623040
2222,,,Clarendon Ave & Leland Ave,Pine Grove Ave & Irving Park Rd,Clarendon Ave & Leland Ave,Customer,1661,9/28/2013 19:07,324,9/28/2013 18:46,385,Pine Grove Ave & Irving Park Rd,"1,245",623529
2222,,,Lake Shore Dr & Belmont Ave,Clarendon Ave & Leland Ave,Lake Shore Dr & Belmont Ave,Customer,3686,9/28/2013 19:30,385,9/28/2013 19:08,233,Clarendon Ave & Leland Ave,"1,350",623826
2222,,,Lake Shore Dr & Diversey Pkwy,Lake Shore Dr & Belmont Ave,Lake Shore Dr & Diversey Pkwy,Customer,1022,9/28/2013 19:57,233,9/28/2013 19:31,347,Lake Shore Dr & Belmont Ave,"1,559",624105
2222,,,Theater on the Lake,Racine Ave & Belmont Ave,Theater on the Lake,Customer,3876,9/29/2013 12:18,230,9/29/2013 11:32,350,Racine Ave & Belmont Ave,"2,778",628184
2222,,,Wells St & Evergreen Ave,Theater on the Lake,Wells St & Evergreen Ave,Customer,3714,9/29/2013 12:43,350,9/29/2013 12:22,302,Theater on the Lake,"1,270",628915
2222,,,Franklin St & Jackson Blvd,Larrabee St & Webster Ave,Franklin St & Jackson Blvd,Customer,6330,9/29/2013 15:50,193,9/29/2013 15:37,19,Larrabee St & Webster Ave,746,632118
2222,,,Cityfront Plaza & N Water St,Dearborn Pkwy & Delaware Pl,Cityfront Plaza & N Water St,Customer,1681,9/30/2013 17:49,173,9/30/2013 17:38,427,Dearborn Pkwy & Delaware Pl,639,643251
2222,,,Sedgwick St & Huron St,State St & Erie St,Sedgwick St & Huron St,Customer,980,9/30/2013 22:42,45,9/30/2013 22:36,52,State St & Erie St,302,645951
