bikeid,birthyear,end_station,from_lat,from_long,from_station_id,from_station_name,gender,meters,overage,start_station,starttime,stoptime,to_lat,to_long,to_station_id,to_station_name,trip_id,tripduration,usertype
1673,1979,Michigan Ave & Lake St,41.884337,-87.630183,23,Daley Center Plaza,Male,1010,0,Daley Center Plaza,8/12/2013 21:29,8/12/2013 21:33,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,214081,276,Subscriber
1673,1965,Clark St & Wellington Ave,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,Male,6568,0,Michigan Ave & Lake St,8/12/2013 23:07,8/12/2013 23:29,41.9364968219,-87.6475386582,232,Clark St & Wellington Ave,214390,1325,Subscriber
1673,1968,Cannon Dr & Fullerton Ave,41.9364968219,-87.6475386582,232,Clark St & Wellington Ave,Male,2320,0,Clark St & Wellington Ave,8/13/2013 8:49,8/13/2013 8:58,41.9267559875,-87.6344287848,124,Cannon Dr & Fullerton Ave,215438,549,Subscriber
1673,1968,Lake Shore Dr & Monroe St,41.9267559875,-87.6344287848,124,Cannon Dr & Fullerton Ave,Male,6552,0,Cannon Dr & Fullerton Ave,8/13/2013 8:58,8/13/2013 9:18,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,215504,1215,Subscriber
1673,1968,Millennium Park,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,Male,1108,0,Lake Shore Dr & Monroe St,8/13/2013 9:18,8/13/2013 9:22,41.8810317,-87.62408432,8,Millennium Park,215630,235,Subscriber
1673,,Michigan Ave & 14th St,41.891071,-87.6122,22,Streeter Dr & Illinois St,,4555,2.0,Streeter Dr & Illinois St,8/13/2013 11:13,8/13/2013 11:46,41.864059,-87.623727,310,Michigan Ave & 14th St,216341,1997,Customer
1673,,Michigan Ave & 14th St,41.864059,-87.623727,310,Michigan Ave & 14th St,,0,22.0,Michigan Ave & 14th St,8/13/2013 13:01,8/13/2013 15:13,41.864059,-87.623727,310,Michigan Ave & 14th St,216970,7919,Customer
1673,1983,Clinton St & Lake St,41.864059,-87.623727,310,Michigan Ave & 14th St,Male,3989,0,Michigan Ave & 14th St,8/13/2013 16:18,8/13/2013 16:33,41.8858327415,-87.6413823149,21,Clinton St & Lake St,218545,908,Subscriber
1673,1974,Canal St & Madison St,41.8858327415,-87.6413823149,21,Clinton St & Lake St,Male,737,0,Clinton St & Lake St,8/14/2013 7:41,8/14/2013 7:44,41.882091,-87.639833,341,Canal St & Madison St,221993,163,Subscriber
1673,,Mies van der Rohe Way & Chicago Ave,41.8853,-87.62077,263,Columbus Dr & Randolph St,,1625,0,Columbus Dr & Randolph St,8/14/2013 8:15,8/14/2013 8:31,41.89691,-87.621743,338,Mies van der Rohe Way & Chicago Ave,222252,908,Customer
1673,1971,Southport Ave & Belmont Ave,41.910579,-87.638618,70,Sedgwick St & North Ave,Male,4091,0,Sedgwick St & North Ave,8/14/2013 16:06,8/14/2013 16:27,41.93949,-87.66378,229,Southport Ave & Belmont Ave,225031,1262,Subscriber
1673,,Southport Ave & Wrightwood Ave,41.93949,-87.66378,229,Southport Ave & Belmont Ave,,1204,0,Southport Ave & Belmont Ave,8/14/2013 16:53,8/14/2013 17:01,41.92888,-87.66317,298,Southport Ave & Wrightwood Ave,225533,431,Customer
1673,1978,Sheffield Ave & Wellington Ave,41.92888,-87.66317,298,Southport Ave & Wrightwood Ave,Male,1627,0,Southport Ave & Wrightwood Ave,8/14/2013 19:44,8/14/2013 19:50,41.936253,-87.653566,67,Sheffield Ave & Wellington Ave,227241,354,Subscriber
1673,1988,Sangamon St & Washington Blvd,41.936253,-87.653566,67,Sheffield Ave & Wellington Ave,Male,8264,0,Sheffield Ave & Wellington Ave,8/14/2013 22:24,8/14/2013 22:27,41.883004,-87.651148,409,Sangamon St & Washington Blvd,228049,190,Subscriber
1673,,LaSalle St & Washington St,41.883004,-87.651148,409,Sangamon St & Washington Blvd,,1603,182.0,Sangamon St & Washington Blvd,8/15/2013 6:20,8/15/2013 18:44,41.882664,-87.63253,6,LaSalle St & Washington St,228411,44596,Customer
1673,1976,Columbus Dr & Randolph St,41.882664,-87.63253,6,LaSalle St & Washington St,Male,1573,0,LaSalle St & Washington St,8/15/2013 20:17,8/15/2013 20:31,41.8853,-87.62077,263,Columbus Dr & Randolph St,234122,853,Subscriber
1673,1972,Orleans St & Merchandise Mart Plaza,41.88338,-87.64117,10,Clinton St & Washington Blvd,Female,1697,0,Clinton St & Washington Blvd,8/16/2013 7:19,8/16/2013 7:29,41.888243,-87.63639,13,Orleans St & Merchandise Mart Plaza,235431,610,Subscriber
1673,,Jefferson St & Monroe St,41.888243,-87.63639,13,Orleans St & Merchandise Mart Plaza,,2023,0,Orleans St & Merchandise Mart Plaza,8/16/2013 20:33,8/16/2013 20:45,41.880422,-87.642746,38,Jefferson St & Monroe St,242461,722,Customer
1673,,Millennium Park,41.880422,-87.642746,38,Jefferson St & Monroe St,,1559,0,Jefferson St & Monroe St,8/17/2013 15:02,8/17/2013 15:16,41.8810317,-87.62408432,8,Millennium Park,248734,886,Customer
1673,,Streeter Dr & Illinois St,41.8810317,-87.62408432,8,Millennium Park,,2194,2.0,Millennium Park,8/17/2013 15:51,8/17/2013 16:25,41.891071,-87.6122,22,Streeter Dr & Illinois St,249390,2038,Customer
1673,,Clark St & Lincoln Ave,41.891071,-87.6122,22,Streeter Dr & Illinois St,,3922,2.0,Streeter Dr & Illinois St,8/17/2013 16:34,8/17/2013 17:14,41.915689,-87.6346,179,Clark St & Lincoln Ave,250052,2372,Customer
1673,,Clark St & Lincoln Ave,41.915689,-87.6346,179,Clark St & Lincoln Ave,,0,6.0,Clark St & Lincoln Ave,8/17/2013 17:25,8/17/2013 18:30,41.915689,-87.6346,179,Clark St & Lincoln Ave,250774,3889,Customer
1673,,Wilton Ave & Diversey Pkwy,41.915689,-87.6346,179,Clark St & Lincoln Ave,,2889,0,Clark St & Lincoln Ave,8/17/2013 18:42,8/17/2013 19:03,41.93250008,-87.65268082,66,Wilton Ave & Diversey Pkwy,251720,1265,Customer
