bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
2605,,,Wolcott Ave & Polk St,900 W Harrison,Wolcott Ave & Polk St,Customer,2805,10/18/2013 12:23,28,10/18/2013 12:13,284,900 W Harrison,618,812446
2605,,,Lake Shore Dr & Ohio St,Streeter Dr & Illinois St,Lake Shore Dr & Ohio St,Customer,6694,10/27/2013 11:50,22,10/27/2013 11:42,337,Streeter Dr & Illinois St,477,870959
2605,,,Michigan Ave & Oak St,Lake Shore Dr & Ohio St,Michigan Ave & Oak St,Customer,2498,10/27/2013 12:04,337,10/27/2013 11:54,42,Lake Shore Dr & Ohio St,645,871034
2605,,,Wells St & Concord Ln,Michigan Ave & Oak St,Wells St & Concord Ln,Customer,2214,10/27/2013 12:23,42,10/27/2013 12:05,182,Michigan Ave & Oak St,"1,067",871134
2605,,,Wells St & Ohio St,Wells St & Concord Ln,Wells St & Ohio St,Customer,2221,10/27/2013 14:04,182,10/27/2013 13:49,264,Wells St & Concord Ln,886,871965
2605,,,Milwaukee Ave & Wabansia Ave,Leavitt St & North Ave,Milwaukee Ave & Wabansia Ave,Customer,304,11/2/2013 11:44,244,11/2/2013 11:40,243,Leavitt St & North Ave,235,905877
2605,,,Sheffield Ave & Kingsbury St,Southport Ave & Wrightwood Ave,Sheffield Ave & Kingsbury St,Customer,2722,11/3/2013 0:41,298,11/3/2013 0:29,154,Southport Ave & Wrightwood Ave,703,909658
2605,,,Streeter Dr & Illinois St,Southport Ave & Clybourn Ave,Streeter Dr & Illinois St,Customer,7109,11/3/2013 13:54,186,11/3/2013 12:55,22,Southport Ave & Clybourn Ave,"3,530",911861
2605,,,Millennium Park,Streeter Dr & Illinois St,Millennium Park,Customer,2939,11/3/2013 14:12,22,11/3/2013 13:56,8,Streeter Dr & Illinois St,939,912378
2605,,,Clark St & Elm St,Millennium Park,Clark St & Elm St,Customer,2993,11/3/2013 15:06,8,11/3/2013 14:44,349,Millennium Park,"1,325",912819
2605,,,LaSalle St & Illinois St,Clark St & Elm St,LaSalle St & Illinois St,Customer,1562,11/3/2013 16:47,349,11/3/2013 16:35,430,Clark St & Elm St,712,913801
2605,,,Ashland Ave & Chicago Ave,Clark St & Chicago Ave,Ashland Ave & Chicago Ave,Customer,3447,11/11/2013 0:48,303,11/11/2013 0:34,247,Clark St & Chicago Ave,839,959289
2605,,,Dearborn St & Monroe St,Lake Shore Dr & Monroe St,Dearborn St & Monroe St,Customer,1732,11/19/2013 16:16,300,11/19/2013 15:14,49,Lake Shore Dr & Monroe St,"3,707",998995
2605,,,Indiana Ave & Roosevelt Rd,Halsted St & 18th St,Indiana Ave & Roosevelt Rd,Customer,3220,11/22/2013 9:42,99,11/22/2013 9:32,309,Halsted St & 18th St,635,1012618
2605,,,Millennium Park,Indiana Ave & Roosevelt Rd,Millennium Park,Customer,1553,11/23/2013 7:49,309,11/23/2013 6:47,8,Indiana Ave & Roosevelt Rd,"3,712",1016203
2605,,,Adler Planetarium,Millennium Park,Adler Planetarium,Customer,3001,11/23/2013 11:24,8,11/23/2013 11:09,431,Millennium Park,879,1016753
2605,,,Franklin St & Lake St,Wells St & Erie St,Franklin St & Lake St,Customer,1318,12/3/2013 14:09,64,12/3/2013 14:03,272,Wells St & Erie St,377,1045336
2605,,,Wabash Ave & Roosevelt Rd,Wabash Ave & 8th St,Wabash Ave & Roosevelt Rd,Customer,533,12/26/2013 23:13,54,12/26/2013 23:08,31,Wabash Ave & 8th St,258,1100512
