bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
2232,,,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Lake Shore Dr & Monroe St,Customer,0,9/19/2013 18:36,300,9/19/2013 18:21,300,Lake Shore Dr & Monroe St,902,532323
2232,,,Lincoln Ave & Waveland Ave,Damen Ave & Wellington Ave,Lincoln Ave & Waveland Ave,Customer,1898,9/21/2013 17:08,268,9/21/2013 17:00,253,Damen Ave & Wellington Ave,506,551437
2232,,,Pine Grove Ave & Addison St,Broadway & Berwyn Ave,Pine Grove Ave & Addison St,Customer,4878,9/22/2013 11:15,109,9/22/2013 10:57,273,Broadway & Berwyn Ave,"1,092",556535
2232,,,Lake Shore Dr & North Blvd,Lake Shore Dr & Wellington Ave,Lake Shore Dr & North Blvd,Customer,3749,9/22/2013 14:57,234,9/22/2013 14:41,328,Lake Shore Dr & Wellington Ave,916,559743
2232,,,Morgan St & Lake St,Wells St & Concord Ln,Morgan St & Lake St,Customer,4460,9/23/2013 7:22,182,9/23/2013 7:01,72,Wells St & Concord Ln,"1,212",564829
2232,,,Michigan Ave & Jackson Blvd,Aberdeen St & Jackson Blvd,Michigan Ave & Jackson Blvd,Customer,2582,9/23/2013 16:46,157,9/23/2013 16:35,340,Aberdeen St & Jackson Blvd,650,569446
2232,,,Pine Grove Ave & Irving Park Rd,Mies van der Rohe Way & Chicago Ave,Pine Grove Ave & Irving Park Rd,Customer,7992,9/23/2013 20:15,338,9/23/2013 19:51,324,Mies van der Rohe Way & Chicago Ave,"1,467",572050
2232,,,Montrose Harbor,Michigan Ave & Oak St,Montrose Harbor,Customer,8164,9/27/2013 18:08,42,9/27/2013 17:31,388,Michigan Ave & Oak St,"2,196",608799
2232,,,Montrose Harbor,Montrose Harbor,Montrose Harbor,Customer,0,9/27/2013 19:15,388,9/27/2013 18:25,388,Montrose Harbor,"3,042",609794
2232,,,Lake Shore Dr & North Blvd,Montrose Harbor,Lake Shore Dr & North Blvd,Customer,7039,9/28/2013 9:05,388,9/28/2013 8:38,328,Montrose Harbor,"1,599",612852
2232,,,Larrabee St & North Ave,Lake Shore Dr & North Blvd,Larrabee St & North Ave,Customer,1564,9/28/2013 10:07,328,9/28/2013 9:53,174,Lake Shore Dr & North Blvd,883,613485
2232,,,Clark St & Schiller St,LaSalle St & Washington St,Clark St & Schiller St,Customer,3210,9/28/2013 15:07,6,9/28/2013 14:50,200,LaSalle St & Washington St,"1,024",618963
2232,,,Western Ave & Leland Ave,Dearborn St & Monroe St,Western Ave & Leland Ave,Customer,11394,10/2/2013 18:06,49,10/2/2013 17:10,112,Dearborn St & Monroe St,"3,317",662881
2232,,,Wells St & Walton St,Wells St & Walton St,Wells St & Walton St,Customer,0,10/4/2013 15:23,46,10/4/2013 15:13,46,Wells St & Walton St,559,679052
