bikeid,birthyear,end_station,from_lat,from_long,from_station_id,from_station_name,gender,meters,overage,start_station,starttime,stoptime,to_lat,to_long,to_station_id,to_station_name,trip_id,tripduration,usertype
1728,,Streeter Dr & Illinois St,41.884337,-87.630183,23,Daley Center Plaza,,2211,0,Daley Center Plaza,8/14/2013 21:24,8/14/2013 21:44,41.891071,-87.6122,22,Streeter Dr & Illinois St,227818,1195,Customer
1728,,Michigan Ave & Oak St,41.891071,-87.6122,22,Streeter Dr & Illinois St,,2094,0,Streeter Dr & Illinois St,8/14/2013 22:33,8/14/2013 22:44,41.90096039,-87.62377664,42,Michigan Ave & Oak St,228086,660,Customer
1728,1984,Millennium Park,41.90096039,-87.62377664,42,Michigan Ave & Oak St,Male,4711,0,Michigan Ave & Oak St,8/15/2013 7:08,8/15/2013 7:25,41.8810317,-87.62408432,8,Millennium Park,228592,988,Subscriber
1728,,Millennium Park,41.8810317,-87.62408432,8,Millennium Park,,0,0,Millennium Park,8/15/2013 9:56,8/15/2013 10:04,41.8810317,-87.62408432,8,Millennium Park,229616,483,Customer
1728,,Lake Shore Dr & Monroe St,41.8810317,-87.62408432,8,Millennium Park,,1112,30.0,Millennium Park,8/15/2013 15:24,8/15/2013 18:06,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,231655,9721,Customer
1728,,Museum Campus,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,2262,0,Lake Shore Dr & Monroe St,8/15/2013 18:14,8/15/2013 18:28,41.865212,-87.617759,29,Museum Campus,233224,834,Customer
1728,1964,Dearborn St & Monroe St,41.89384315,-87.64185116,265,Kingsbury St & Erie St,Female,2226,0,Kingsbury St & Erie St,8/16/2013 7:48,8/16/2013 8:01,41.881319815,-87.6295209193,49,Dearborn St & Monroe St,235617,739,Subscriber
1728,1979,Mies van der Rohe Way & Chicago Ave,41.881319815,-87.6295209193,49,Dearborn St & Monroe St,Male,2384,0,Dearborn St & Monroe St,8/16/2013 9:17,8/16/2013 9:30,41.89691,-87.621743,338,Mies van der Rohe Way & Chicago Ave,236286,762,Subscriber
1728,,Michigan Ave & Pearson St,41.89691,-87.621743,338,Mies van der Rohe Way & Chicago Ave,,216,6.0,Mies van der Rohe Way & Chicago Ave,8/16/2013 10:57,8/16/2013 12:26,41.89766,-87.62351,34,Michigan Ave & Pearson St,236819,5326,Customer
1728,,Eckhart Park,41.89766,-87.62351,34,Michigan Ave & Pearson St,,3872,0,Michigan Ave & Pearson St,8/16/2013 15:34,8/16/2013 15:46,41.89637337,-87.66098386,289,Eckhart Park,239306,691,Customer
1728,,Streeter Dr & Illinois St,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,,1536,0,Michigan Ave & Lake St,8/17/2013 8:02,8/17/2013 8:26,41.891071,-87.6122,22,Streeter Dr & Illinois St,243869,1472,Customer
1728,,Theater on the Lake,41.891071,-87.6122,22,Streeter Dr & Illinois St,,4714,2.0,Streeter Dr & Illinois St,8/17/2013 10:07,8/17/2013 10:41,41.926277,-87.630834,350,Theater on the Lake,244582,2061,Customer
1728,,Theater on the Lake,41.926277,-87.630834,350,Theater on the Lake,,0,30.0,Theater on the Lake,8/17/2013 11:50,8/17/2013 14:32,41.926277,-87.630834,350,Theater on the Lake,245820,9735,Customer
1728,,LaSalle St & Illinois St,41.903233,-87.631253,349,Clark St & Elm St,,1562,0,Clark St & Elm St,8/17/2013 16:40,8/17/2013 16:50,41.890749,-87.63206,430,LaSalle St & Illinois St,250128,653,Customer
1728,,Canal St & Adams St,41.890749,-87.63206,430,LaSalle St & Illinois St,,2291,0,LaSalle St & Illinois St,8/17/2013 17:01,8/17/2013 17:14,41.87923,-87.640015,11,Canal St & Adams St,250438,782,Customer
1728,,Michigan Ave & Oak St,41.87923,-87.640015,11,Canal St & Adams St,,4199,2.0,Canal St & Adams St,8/18/2013 11:28,8/18/2013 12:09,41.90096039,-87.62377664,42,Michigan Ave & Oak St,256221,2487,Customer
1728,,Streeter Dr & Illinois St,41.90096039,-87.62377664,42,Michigan Ave & Oak St,,2418,0,Michigan Ave & Oak St,8/18/2013 16:17,8/18/2013 16:43,41.891071,-87.6122,22,Streeter Dr & Illinois St,260549,1575,Customer
1728,,Millennium Park,41.891071,-87.6122,22,Streeter Dr & Illinois St,,2939,0,Streeter Dr & Illinois St,8/18/2013 16:55,8/18/2013 17:12,41.8810317,-87.62408432,8,Millennium Park,261167,1048,Customer
1728,,Orleans St & Merchandise Mart Plaza,41.8810317,-87.62408432,8,Millennium Park,,1790,0,Millennium Park,8/18/2013 17:24,8/18/2013 17:38,41.888243,-87.63639,13,Orleans St & Merchandise Mart Plaza,261603,845,Customer
1728,,Ellis Ave & 58th St,41.888243,-87.63639,13,Orleans St & Merchandise Mart Plaza,,17269,2.0,Orleans St & Merchandise Mart Plaza,8/18/2013 19:23,8/18/2013 19:53,41.788746,-87.601334,365,Ellis Ave & 58th St,262979,1824,Customer
1728,,Clark St & Randolph St,41.872373,-87.633523,344,Wells St & Polk St,,1949,0,Wells St & Polk St,8/19/2013 9:00,8/19/2013 9:11,41.884576228,-87.63188991,5,Clark St & Randolph St,265452,695,Customer
1728,,Michigan Ave & Washington St,41.884576228,-87.63188991,5,Clark St & Randolph St,,1031,0,Clark St & Randolph St,8/19/2013 11:40,8/19/2013 11:48,41.8838927658,-87.6246491409,1,Michigan Ave & Washington St,266327,518,Customer
1728,1960,Lake Shore Dr & Monroe St,41.865212,-87.617759,29,Museum Campus,Female,2229,0,Museum Campus,8/19/2013 17:38,8/19/2013 17:46,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,269728,453,Subscriber
1728,,State St & Erie St,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,3088,2.0,Lake Shore Dr & Monroe St,8/19/2013 18:31,8/19/2013 19:02,41.893975,-87.628623,45,State St & Erie St,270360,1820,Customer
1728,1981,Lake Shore Dr & Monroe St,41.893975,-87.628623,45,State St & Erie St,Male,2905,0,State St & Erie St,8/19/2013 21:30,8/19/2013 21:53,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,271779,1362,Subscriber
