bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
1934,,,Wells St & Polk St,900 W Harrison,Wells St & Polk St,Customer,1799,9/20/2013 22:59,28,9/20/2013 22:49,344,900 W Harrison,597,543115
1934,,,Dearborn St & Monroe St,Halsted St & Madison St,Dearborn St & Monroe St,Customer,1737,9/21/2013 11:48,159,9/21/2013 11:36,49,Halsted St & Madison St,676,545825
1934,,,Streeter Dr & Illinois St,Dearborn St & Adams St,Streeter Dr & Illinois St,Customer,2750,9/22/2013 15:56,20,9/22/2013 15:25,22,Dearborn St & Adams St,"1,835",560409
1934,,,Michigan Ave & Pearson St,Streeter Dr & Illinois St,Michigan Ave & Pearson St,Customer,2146,9/22/2013 17:17,22,9/22/2013 16:55,34,Streeter Dr & Illinois St,"1,316",561851
1934,,,Halsted St & Waveland Ave,Damen Ave & Pierce Ave,Halsted St & Waveland Ave,Customer,6734,9/25/2013 22:28,65,9/25/2013 22:02,325,Damen Ave & Pierce Ave,"1,577",590894
1934,,,Southport Ave & Waveland Ave,Halsted St & Waveland Ave,Southport Ave & Waveland Ave,Customer,1547,9/25/2013 22:42,325,9/25/2013 22:37,235,Halsted St & Waveland Ave,287,591041
1934,,,Dearborn St & Monroe St,LaSalle St & Illinois St,Dearborn St & Monroe St,Customer,1265,9/27/2013 11:53,430,9/27/2013 11:43,49,LaSalle St & Illinois St,603,604186
1934,,,Lincoln Ave & Belmont Ave,Sheffield Ave & Webster Ave,Lincoln Ave & Belmont Ave,Customer,2499,9/29/2013 19:44,188,9/29/2013 19:36,140,Sheffield Ave & Webster Ave,521,635385
1934,,,Dayton St & North Ave,Lincoln Ave & Belmont Ave,Dayton St & North Ave,Customer,3862,9/30/2013 18:28,140,9/30/2013 17:55,58,Lincoln Ave & Belmont Ave,"1,962",643610
1934,,,Canal St & Adams St,Clark St & Randolph St,Canal St & Adams St,Customer,1255,10/1/2013 11:38,5,10/1/2013 11:28,11,Clark St & Randolph St,596,649263
1934,,,Wells St & Erie St,Canal St & Adams St,Wells St & Erie St,Customer,2590,10/1/2013 12:38,11,10/1/2013 12:16,64,Canal St & Adams St,"1,299",649688
1934,,,Michigan Ave & Oak St,Dearborn St & Monroe St,Michigan Ave & Oak St,Customer,2669,10/4/2013 13:13,49,10/4/2013 12:42,42,Dearborn St & Monroe St,"1,870",677450
1934,,,Wabash Ave & Grand Ave,Michigan Ave & Oak St,Wabash Ave & Grand Ave,Customer,2913,10/4/2013 13:39,42,10/4/2013 13:15,4,Michigan Ave & Oak St,"1,428",677780
1934,,,Dearborn St & Monroe St,Wabash Ave & Grand Ave,Dearborn St & Monroe St,Customer,1620,10/4/2013 14:08,4,10/4/2013 13:40,49,Wabash Ave & Grand Ave,"1,690",678033
1934,,,Streeter Dr & Illinois St,McCormick Place,Streeter Dr & Illinois St,Customer,5305,10/5/2013 15:17,106,10/5/2013 14:36,22,McCormick Place,"2,438",689560
1934,,,Columbus Dr & Randolph St,Streeter Dr & Illinois St,Columbus Dr & Randolph St,Customer,2193,10/5/2013 16:11,22,10/5/2013 15:53,263,Streeter Dr & Illinois St,"1,107",690754
1934,,,Streeter Dr & Illinois St,Columbus Dr & Randolph St,Streeter Dr & Illinois St,Customer,2117,10/5/2013 17:41,263,10/5/2013 17:18,22,Columbus Dr & Randolph St,"1,410",691079
1934,,,Cityfront Plaza & N Water St,Streeter Dr & Illinois St,Cityfront Plaza & N Water St,Customer,1273,10/5/2013 17:56,22,10/5/2013 17:48,427,Streeter Dr & Illinois St,469,691237
1934,,,Southport Ave & Belmont Ave,Larrabee St & Armitage Ave,Southport Ave & Belmont Ave,Customer,3094,10/6/2013 15:34,184,10/6/2013 15:19,229,Larrabee St & Armitage Ave,871,697132
1934,,,Larrabee St & Armitage Ave,Southport Ave & Belmont Ave,Larrabee St & Armitage Ave,Customer,3094,10/6/2013 16:57,229,10/6/2013 16:44,184,Southport Ave & Belmont Ave,776,698341
1934,,,Aberdeen St & Madison St,Franklin St & Arcade Pl,Aberdeen St & Madison St,Customer,1970,10/9/2013 10:27,57,10/9/2013 10:18,156,Franklin St & Arcade Pl,532,722259
1934,,,Kingsbury St & Erie St,Franklin St & Lake St,Kingsbury St & Erie St,Customer,1172,10/10/2013 16:55,272,10/10/2013 16:50,265,Franklin St & Lake St,290,737000
1934,,,Clark St & Elm St,Carpenter St & Huron St,Clark St & Elm St,Customer,3440,10/12/2013 10:00,196,10/12/2013 9:38,349,Carpenter St & Huron St,"1,297",755753
1934,,,Millennium Park,Clark St & Elm St,Millennium Park,Customer,3083,10/12/2013 10:35,349,10/12/2013 10:08,8,Clark St & Elm St,"1,667",755997
1934,,,McCormick Place,Millennium Park,McCormick Place,Customer,4494,10/12/2013 14:26,8,10/12/2013 13:48,106,Millennium Park,"2,245",759602
1934,,,State St & Randolph St,Wabash Ave & Cermak Rd,State St & Randolph St,Customer,3978,10/12/2013 22:21,170,10/12/2013 21:53,2,Wabash Ave & Cermak Rd,"1,701",765330
1934,,,Clinton St & 18th St,State St & Wacker Dr,Clinton St & 18th St,Customer,4805,10/13/2013 10:00,339,10/13/2013 7:42,329,State St & Wacker Dr,"8,237",766634
1934,,,State St & Wacker Dr,Clinton St & 18th St,State St & Wacker Dr,Customer,4753,10/13/2013 10:53,329,10/13/2013 10:02,339,Clinton St & 18th St,"3,037",767865
1934,,,State St & Erie St,Michigan Ave & Washington St,State St & Erie St,Customer,1631,10/17/2013 16:46,1,10/17/2013 16:31,45,Michigan Ave & Washington St,884,806453
1934,,,Fairbanks Ct & Grand Ave,State St & Erie St,Fairbanks Ct & Grand Ave,Customer,992,10/17/2013 17:03,45,10/17/2013 16:58,262,State St & Erie St,301,806759
1934,,,Ashland Ave & Division St,Fairbanks Ct & Grand Ave,Ashland Ave & Division St,Customer,4760,10/17/2013 21:54,262,10/17/2013 21:36,61,Fairbanks Ct & Grand Ave,"1,049",809178
1934,,,Damen Ave & Pierce Ave,Ashland Ave & Division St,Damen Ave & Pierce Ave,Customer,1571,10/17/2013 22:22,61,10/17/2013 22:16,65,Ashland Ave & Division St,385,809339
1934,,,Millennium Park,Daley Center Plaza,Millennium Park,Customer,1055,10/19/2013 12:01,23,10/19/2013 11:48,8,Daley Center Plaza,785,819190
1934,,,Millennium Park,Millennium Park,Millennium Park,Customer,0,10/19/2013 12:43,8,10/19/2013 12:16,8,Millennium Park,"1,623",819513
1934,,,Indiana Ave & Roosevelt Rd,Millennium Park,Indiana Ave & Roosevelt Rd,Customer,1968,10/19/2013 13:09,8,10/19/2013 12:45,309,Millennium Park,"1,444",819870
1934,,,Halsted St & James M Rochford St,Indiana Ave & Roosevelt Rd,Halsted St & James M Rochford St,Customer,2149,10/19/2013 13:35,309,10/19/2013 13:18,166,Indiana Ave & Roosevelt Rd,982,820296
1934,,,Sheffield Ave & Webster Ave,Halsted St & Diversey Pkwy,Sheffield Ave & Webster Ave,Customer,1714,10/20/2013 20:11,208,10/20/2013 20:01,188,Halsted St & Diversey Pkwy,612,830443
1934,,,Lincoln Ave & Armitage Ave,Sheffield Ave & Webster Ave,Lincoln Ave & Armitage Ave,Customer,1685,10/20/2013 21:28,188,10/20/2013 21:14,146,Sheffield Ave & Webster Ave,843,830698
1934,,,Sheffield Ave & Wrightwood Ave,Sheffield Ave & Webster Ave,Sheffield Ave & Wrightwood Ave,Customer,795,10/26/2013 21:00,188,10/26/2013 20:51,211,Sheffield Ave & Webster Ave,596,869201
1934,,,Clark St & Wrightwood Ave,Sheffield Ave & Wrightwood Ave,Clark St & Wrightwood Ave,Customer,915,10/26/2013 21:39,211,10/26/2013 21:30,209,Sheffield Ave & Wrightwood Ave,501,869305
1934,,,Hampden Ct & Diversey Pkwy,Western Ave & Leland Ave,Hampden Ct & Diversey Pkwy,Customer,6570,11/3/2013 9:37,112,11/3/2013 9:07,123,Western Ave & Leland Ave,"1,774",910254
