bikeid,birthyear,end_station,from_lat,from_long,from_station_id,from_station_name,gender,meters,overage,start_station,starttime,stoptime,to_lat,to_long,to_station_id,to_station_name,trip_id,tripduration,usertype
1326,1969,Wabash Ave & Roosevelt Rd,41.8838927658,-87.6246491409,1,Michigan Ave & Washington St,Male,1993,0,Michigan Ave & Washington St,8/8/2013 17:58,8/8/2013 18:08,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,182288,587,Subscriber
1326,,Millennium Park,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,,1687,0,Wabash Ave & Roosevelt Rd,8/8/2013 18:59,8/8/2013 19:13,41.8810317,-87.62408432,8,Millennium Park,182845,833,Customer
1326,1983,Clinton St & Washington Blvd,41.8810317,-87.62408432,8,Millennium Park,Female,1902,0,Millennium Park,8/8/2013 20:37,8/8/2013 20:46,41.88338,-87.64117,10,Clinton St & Washington Blvd,183475,558,Subscriber
1326,1959,Orleans St & Merchandise Mart Plaza,41.88338,-87.64117,10,Clinton St & Washington Blvd,Male,1697,0,Clinton St & Washington Blvd,8/9/2013 7:19,8/9/2013 7:23,41.888243,-87.63639,13,Orleans St & Merchandise Mart Plaza,184502,262,Subscriber
1326,,Damen Ave & Chicago Ave,41.888243,-87.63639,13,Orleans St & Merchandise Mart Plaza,,4426,0,Orleans St & Merchandise Mart Plaza,8/9/2013 11:56,8/9/2013 12:15,41.895769,-87.67722,132,Damen Ave & Chicago Ave,186126,1166,Customer
1326,1991,Clark St & Waveland Ave,41.92883,-87.668507,296,Ashland Ave & Wrightwood Ave,Male,3170,0,Ashland Ave & Wrightwood Ave,8/9/2013 14:33,8/9/2013 14:46,41.94893,-87.65775,275,Clark St & Waveland Ave,187561,777,Subscriber
1326,,Franklin St & Chicago Ave,41.917741,-87.691392,266,Stave St & Armitage Ave,,6211,0,Stave St & Armitage Ave,8/10/2013 6:44,8/10/2013 7:02,41.89680204,-87.63563839,17,Franklin St & Chicago Ave,191720,1058,Customer
1326,1985,Clinton St & Lake St,41.89680204,-87.63563839,17,Franklin St & Chicago Ave,Female,1696,0,Franklin St & Chicago Ave,8/10/2013 8:54,8/10/2013 9:03,41.8858327415,-87.6413823149,21,Clinton St & Lake St,192021,558,Subscriber
1326,1977,Clinton St & Roosevelt Rd,41.8858327415,-87.6413823149,21,Clinton St & Lake St,Female,2110,0,Clinton St & Lake St,8/10/2013 12:58,8/10/2013 13:16,41.8671177825,-87.6410879593,327,Clinton St & Roosevelt Rd,194196,1112,Subscriber
1326,,Morgan St & 18th St,41.8671177825,-87.6410879593,327,Clinton St & Roosevelt Rd,,2160,0,Clinton St & Roosevelt Rd,8/10/2013 14:05,8/10/2013 14:16,41.858086,-87.651073,163,Morgan St & 18th St,195151,654,Customer
1326,,Morgan St & 18th St,41.858086,-87.651073,163,Morgan St & 18th St,,0,54.0,Morgan St & 18th St,8/10/2013 17:09,8/10/2013 21:38,41.858086,-87.651073,163,Morgan St & 18th St,197710,16142,Customer
