bikeid,birthyear,end_station,from_lat,from_long,from_station_id,from_station_name,gender,meters,overage,start_station,starttime,stoptime,to_lat,to_long,to_station_id,to_station_name,trip_id,tripduration,usertype
315,,Wells St & Erie St,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,,3890,0,Wabash Ave & Roosevelt Rd,6/29/2013 14:04,6/29/2013 14:31,41.893832,-87.634195,64,Wells St & Erie St,8332,1619,Customer
315,,Franklin St & Lake St,41.893832,-87.634195,64,Wells St & Erie St,,1318,2.0,Wells St & Erie St,6/29/2013 15:21,6/29/2013 16:01,41.885837,-87.6355,272,Franklin St & Lake St,8577,2395,Customer
315,,McCormick Place,41.8810317,-87.62408432,8,Millennium Park,,4494,2.0,Millennium Park,6/30/2013 14:46,6/30/2013 15:40,41.8513751729,-87.6188346489,106,McCormick Place,10944,3239,Customer
315,,Lake Shore Dr & Monroe St,41.8513751729,-87.6188346489,106,McCormick Place,,3850,0,McCormick Place,6/30/2013 15:41,6/30/2013 16:06,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,11234,1498,Customer
315,,Lake Shore Dr & Ohio St,41.89102,-87.6173,51,McClurg Ct & Illinois St,,6756,0,McClurg Ct & Illinois St,6/30/2013 20:05,6/30/2013 20:19,41.89257,-87.614492,337,Lake Shore Dr & Ohio St,12151,885,Customer
315,1954,State St & Harrison St,41.89257,-87.614492,337,Lake Shore Dr & Ohio St,Male,3424,1.5,Lake Shore Dr & Ohio St,7/1/2013 20:08,7/1/2013 20:38,41.8739580629,-87.6277394859,30,State St & Harrison St,15959,1819,Subscriber
315,,Lincoln Ave & Eastwood Ave,41.8777079559,-87.6353211408,19,Franklin St & Jackson Blvd,,11630,0,Franklin St & Jackson Blvd,7/2/2013 13:37,7/2/2013 13:57,41.96583,-87.68651,237,Lincoln Ave & Eastwood Ave,17836,1183,Customer
315,,Lake Shore Dr & Monroe St,41.865212,-87.617759,29,Museum Campus,,2229,2.0,Museum Campus,7/4/2013 21:20,7/4/2013 21:54,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,25406,2064,Customer
315,,Lake Shore Dr & Monroe St,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,0,2.0,Lake Shore Dr & Monroe St,7/4/2013 22:21,7/4/2013 22:52,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,25584,1884,Customer
315,,Lincoln Ave & Armitage Ave,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,5933,2.0,Lake Shore Dr & Monroe St,7/4/2013 23:42,7/5/2013 0:18,41.918273,-87.638116,146,Lincoln Ave & Armitage Ave,25757,2154,Customer
315,,Michigan Ave & Oak St,41.918273,-87.638116,146,Lincoln Ave & Armitage Ave,,2803,0,Lincoln Ave & Armitage Ave,7/5/2013 10:43,7/5/2013 11:03,41.90096039,-87.62377664,42,Michigan Ave & Oak St,26346,1194,Customer
315,,Michigan Ave & Oak St,41.90096039,-87.62377664,42,Michigan Ave & Oak St,,0,2.0,Michigan Ave & Oak St,7/5/2013 11:12,7/5/2013 12:09,41.90096039,-87.62377664,42,Michigan Ave & Oak St,26498,3395,Customer
315,,Michigan Ave & Lake St,41.90096039,-87.62377664,42,Michigan Ave & Oak St,,4145,46.0,Michigan Ave & Oak St,7/5/2013 12:25,7/5/2013 16:14,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,26958,13785,Customer
315,,Millennium Park,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,,807,0,Michigan Ave & Lake St,7/5/2013 18:18,7/5/2013 18:44,41.8810317,-87.62408432,8,Millennium Park,28985,1555,Customer
