bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
1553,,,Campbell Ave & North Ave,Campbell Ave & North Ave,Campbell Ave & North Ave,Customer,0,8/10/2013 16:41,257,8/10/2013 16:08,257,Campbell Ave & North Ave,"1,971",196891
1553,,,Damen Ave & Pierce Ave,Campbell Ave & North Ave,Damen Ave & Pierce Ave,Customer,1587,8/10/2013 18:40,257,8/10/2013 17:36,65,Campbell Ave & North Ave,"3,882",198114
1553,,,State St & Pearson St,Green St & Randolph St,State St & Pearson St,Customer,3230,8/11/2013 11:49,53,8/11/2013 11:28,14,Green St & Randolph St,"1,247",202692
1553,,,Cannon Dr & Fullerton Ave,Lake Shore Dr & Wellington Ave,Cannon Dr & Fullerton Ave,Customer,1440,8/11/2013 13:14,234,8/11/2013 12:47,124,Lake Shore Dr & Wellington Ave,"1,659",203561
1553,,,Streeter Dr & Illinois St,Cannon Dr & Fullerton Ave,Streeter Dr & Illinois St,Customer,5368,8/11/2013 14:28,124,8/11/2013 13:23,22,Cannon Dr & Fullerton Ave,"3,931",204005
1553,,,Museum Campus,Streeter Dr & Illinois St,Museum Campus,Customer,4119,8/11/2013 17:36,22,8/11/2013 17:13,29,Streeter Dr & Illinois St,"1,371",206833
1553,,,Museum Campus,Museum Campus,Museum Campus,Customer,0,8/11/2013 17:46,29,8/11/2013 17:43,29,Museum Campus,162,207124
1553,,,Museum Campus,Museum Campus,Museum Campus,Customer,0,8/11/2013 17:56,29,8/11/2013 17:54,29,Museum Campus,85,207197
1553,,,Michigan Ave & Congress Pkwy,Museum Campus,Michigan Ave & Congress Pkwy,Customer,2324,8/11/2013 20:03,29,8/11/2013 18:10,40,Museum Campus,"6,779",207273
1553,,,Wabash Ave & Cermak Rd,Michigan Ave & Congress Pkwy,Wabash Ave & Cermak Rd,Customer,2676,8/12/2013 9:43,40,8/12/2013 9:29,170,Michigan Ave & Congress Pkwy,823,209677
1553,,,Canal St & Monroe St,Wabash Ave & Cermak Rd,Canal St & Monroe St,Customer,4186,8/12/2013 21:30,170,8/12/2013 21:12,56,Wabash Ave & Cermak Rd,"1,128",214015
1553,,,Streeter Dr & Illinois St,Canal St & Monroe St,Streeter Dr & Illinois St,Customer,3449,8/13/2013 8:20,56,8/13/2013 8:02,22,Canal St & Monroe St,"1,099",215116
1553,,,Franklin St & Lake St,Streeter Dr & Illinois St,Franklin St & Lake St,Customer,3264,8/13/2013 11:26,22,8/13/2013 10:47,272,Streeter Dr & Illinois St,"2,328",216121
1553,,,Streeter Dr & Illinois St,Franklin St & Lake St,Streeter Dr & Illinois St,Customer,2637,8/13/2013 12:52,272,8/13/2013 12:24,22,Franklin St & Lake St,"1,697",216733
1553,,,Michigan Ave & Oak St,Streeter Dr & Illinois St,Michigan Ave & Oak St,Customer,2094,8/13/2013 13:25,22,8/13/2013 13:02,42,Streeter Dr & Illinois St,"1,386",216985
1553,,,Lake Shore Dr & Monroe St,Michigan Ave & Oak St,Lake Shore Dr & Monroe St,Customer,3603,8/13/2013 14:40,42,8/13/2013 14:09,300,Michigan Ave & Oak St,"1,833",217454
1553,,,Michigan Ave & Oak St,Lake Shore Dr & Monroe St,Michigan Ave & Oak St,Customer,3603,8/13/2013 15:16,300,8/13/2013 14:47,42,Lake Shore Dr & Monroe St,"1,723",217758
1553,,,Clark St & North Ave,Michigan Ave & Oak St,Clark St & North Ave,Customer,2008,8/13/2013 16:31,42,8/13/2013 15:48,128,Michigan Ave & Oak St,"2,608",218296
1553,,,Museum Campus,Michigan Ave & 14th St,Museum Campus,Customer,2150,8/14/2013 21:57,310,8/14/2013 21:32,29,Michigan Ave & 14th St,"1,517",227847
1553,,,Racine Ave & Fullerton Ave,Clark St & North Ave,Racine Ave & Fullerton Ave,Customer,3492,8/15/2013 3:22,128,8/15/2013 3:05,189,Clark St & North Ave,994,228359
1553,,,Michigan Ave & Congress Pkwy,Desplaines St & Kinzie St,Michigan Ave & Congress Pkwy,Customer,3062,8/15/2013 13:48,39,8/15/2013 13:26,40,Desplaines St & Kinzie St,"1,305",230883
1553,,,Canal St & Adams St,Larrabee St & Kingsbury St,Canal St & Adams St,Customer,2609,8/16/2013 17:12,12,8/16/2013 17:00,11,Larrabee St & Kingsbury St,773,240281
1553,,,Wabash Ave & Roosevelt Rd,Canal St & Adams St,Wabash Ave & Roosevelt Rd,Customer,2693,8/17/2013 11:43,11,8/17/2013 10:19,31,Canal St & Adams St,"5,010",244699
1553,,,Canal St & Adams St,Wabash Ave & Roosevelt Rd,Canal St & Adams St,Customer,2516,8/17/2013 12:33,31,8/17/2013 12:16,11,Wabash Ave & Roosevelt Rd,"1,039",246208
1553,,,Mies van der Rohe Way & Chicago Ave,Canal St & Adams St,Mies van der Rohe Way & Chicago Ave,Customer,3913,8/17/2013 13:17,11,8/17/2013 12:55,338,Canal St & Adams St,"1,330",246832
1553,,,Streeter Dr & Illinois St,Mies van der Rohe Way & Chicago Ave,Streeter Dr & Illinois St,Customer,1454,8/17/2013 14:21,338,8/17/2013 13:47,22,Mies van der Rohe Way & Chicago Ave,"2,009",247652
1553,,,Michigan Ave & Oak St,Streeter Dr & Illinois St,Michigan Ave & Oak St,Customer,2094,8/17/2013 14:40,22,8/17/2013 14:21,42,Streeter Dr & Illinois St,"1,107",248121
