bikeid,birthyear,end_station,from_lat,from_long,from_station_id,from_station_name,gender,meters,start_station,starttime,stoptime,to_lat,to_long,to_station_id,to_station_name,trip_id,tripduration,usertype
722,1969,Lincoln Ave & Armitage Ave,41.881319815,-87.6295209193,49,Dearborn St & Monroe St,Female,4504,Dearborn St & Monroe St,7/1/2013 17:00,7/1/2013 17:24,41.918273,-87.638116,146,Lincoln Ave & Armitage Ave,15355,"1,411",Subscriber
722,1975,Carpenter St & Huron St,41.918273,-87.638116,146,Lincoln Ave & Armitage Ave,Male,3958,Lincoln Ave & Armitage Ave,7/1/2013 19:03,7/1/2013 19:24,41.894556,-87.653449,196,Carpenter St & Huron St,15803,"1,225",Subscriber
722,1975,Desplaines St & Kinzie St,41.894556,-87.653449,196,Carpenter St & Huron St,Male,1108,Carpenter St & Huron St,7/2/2013 18:47,7/2/2013 18:53,41.888716036,-87.6444478533,39,Desplaines St & Kinzie St,19015,410,Subscriber
722,1975,Carpenter St & Huron St,41.888716036,-87.6444478533,39,Desplaines St & Kinzie St,Male,1108,Desplaines St & Kinzie St,7/2/2013 19:20,7/2/2013 19:28,41.894556,-87.653449,196,Carpenter St & Huron St,19068,436,Subscriber
722,,Wood St & Division St,41.894556,-87.653449,196,Carpenter St & Huron St,,1985,Carpenter St & Huron St,7/3/2013 15:31,7/3/2013 15:43,41.90332,-87.67273,246,Wood St & Division St,21064,753,Customer
722,,Wood St & Milwaukee Ave,41.907655,-87.672552,221,Wood St & Milwaukee Ave,,0,Wood St & Milwaukee Ave,7/4/2013 12:34,7/4/2013 13:02,41.907655,-87.672552,221,Wood St & Milwaukee Ave,22608,"1,659",Customer
722,,Museum Campus,41.907655,-87.672552,221,Wood St & Milwaukee Ave,,9184,Wood St & Milwaukee Ave,7/4/2013 13:03,7/4/2013 13:21,41.865212,-87.617759,29,Museum Campus,22767,"1,069",Customer
722,,Dayton St & North Ave,41.865212,-87.617759,29,Museum Campus,,8737,Museum Campus,7/4/2013 13:33,7/4/2013 13:49,41.9105780349,-87.6494219288,58,Dayton St & North Ave,22985,978,Customer
722,,Sheffield Ave & Kingsbury St,41.9105780349,-87.6494219288,58,Dayton St & North Ave,,420,Dayton St & North Ave,7/4/2013 16:32,7/4/2013 18:39,41.90959193,-87.65349723,154,Sheffield Ave & Kingsbury St,24107,"7,632",Customer
722,,Michigan Ave & Washington St,41.877181,-87.627844,3,State St & Van Buren St,,1178,State St & Van Buren St,7/6/2013 19:11,7/6/2013 19:49,41.8838927658,-87.6246491409,1,Michigan Ave & Washington St,33246,"2,264",Customer
722,,Museum Campus,41.8838927658,-87.6246491409,1,Michigan Ave & Washington St,,3088,Michigan Ave & Washington St,7/6/2013 20:43,7/6/2013 21:18,41.865212,-87.617759,29,Museum Campus,33585,"2,091",Customer
722,,Millennium Park,41.865212,-87.617759,29,Museum Campus,,2764,Museum Campus,7/6/2013 22:51,7/6/2013 23:04,41.8810317,-87.62408432,8,Millennium Park,33907,828,Customer
722,,Millennium Park,41.8810317,-87.62408432,8,Millennium Park,,0,Millennium Park,7/7/2013 10:07,7/7/2013 10:09,41.8810317,-87.62408432,8,Millennium Park,34390,100,Customer
722,,Millennium Park,41.8810317,-87.62408432,8,Millennium Park,,0,Millennium Park,7/7/2013 11:03,7/7/2013 11:36,41.8810317,-87.62408432,8,Millennium Park,34554,"1,974",Customer
722,,Michigan Ave & Pearson St,41.8810317,-87.62408432,8,Millennium Park,,1889,Millennium Park,7/7/2013 11:42,7/7/2013 12:11,41.89766,-87.62351,34,Michigan Ave & Pearson St,34677,"1,745",Customer
722,,Wabash Ave & Roosevelt Rd,41.89766,-87.62351,34,Michigan Ave & Pearson St,,5383,Michigan Ave & Pearson St,7/7/2013 12:13,7/7/2013 12:57,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,34809,"2,640",Customer
722,,Wabash Ave & Roosevelt Rd,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,,0,Wabash Ave & Roosevelt Rd,7/7/2013 13:30,7/7/2013 17:52,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,35176,"15,732",Customer
722,,Dearborn St & Adams St,41.876065599,-87.6244333636,40,Michigan Ave & Congress Pkwy,,894,Michigan Ave & Congress Pkwy,7/7/2013 20:28,7/7/2013 20:41,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,36864,759,Customer
722,,Lake Shore Dr & Monroe St,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,,1495,Dearborn St & Adams St,7/7/2013 21:31,7/7/2013 21:41,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,37021,634,Customer
722,,McClurg Ct & Illinois St,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,1857,Lake Shore Dr & Monroe St,7/7/2013 21:42,7/7/2013 21:59,41.89102,-87.6173,51,McClurg Ct & Illinois St,37035,"1,005",Customer
722,,Millennium Park,41.89102,-87.6173,51,McClurg Ct & Illinois St,,2728,McClurg Ct & Illinois St,7/7/2013 22:07,7/8/2013 10:57,41.8810317,-87.62408432,8,Millennium Park,37084,"46,188",Customer
722,,Clark St & Randolph St,41.8739580629,-87.6277394859,30,State St & Harrison St,,1868,State St & Harrison St,7/10/2013 14:43,7/10/2013 14:54,41.884576228,-87.63188991,5,Clark St & Randolph St,45703,654,Customer
722,1991,Michigan Ave & Pearson St,41.884576228,-87.63188991,5,Clark St & Randolph St,Male,2250,Clark St & Randolph St,7/10/2013 19:19,7/10/2013 19:30,41.89766,-87.62351,34,Michigan Ave & Pearson St,46787,656,Subscriber
722,,Michigan Ave & Lake St,41.89766,-87.62351,34,Michigan Ave & Pearson St,,1637,Michigan Ave & Pearson St,7/10/2013 19:56,7/10/2013 20:21,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,46905,"1,518",Customer
722,,Aberdeen St & Jackson Blvd,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,,4611,Michigan Ave & Lake St,7/10/2013 22:04,7/10/2013 22:38,41.87772613,-87.65478743,157,Aberdeen St & Jackson Blvd,47320,"2,030",Customer
722,,Larrabee St & Menomonee St,41.88397,-87.655688,155,May St & Randolph St,,4687,May St & Randolph St,7/11/2013 12:57,7/11/2013 18:44,41.91468,-87.64332,282,Larrabee St & Menomonee St,48580,"20,857",Customer
722,,McClurg Ct & Illinois St,41.89993001,-87.63443007,46,Wells St & Walton St,,2405,Wells St & Walton St,7/12/2013 9:56,7/12/2013 10:08,41.89102,-87.6173,51,McClurg Ct & Illinois St,51795,693,Customer
722,,Clinton St & Madison St,41.89102,-87.6173,51,McClurg Ct & Illinois St,,3182,McClurg Ct & Illinois St,7/12/2013 11:43,7/12/2013 12:07,41.8815824,-87.64127743,301,Clinton St & Madison St,52312,"1,463",Customer
722,,Millennium Park,41.880422,-87.642746,38,Jefferson St & Monroe St,,1559,Jefferson St & Monroe St,7/13/2013 15:40,7/13/2013 16:01,41.8810317,-87.62408432,8,Millennium Park,57715,"1,264",Customer
722,,McClurg Ct & Illinois St,41.8810317,-87.62408432,8,Millennium Park,,2271,Millennium Park,7/13/2013 16:02,7/13/2013 16:22,41.89102,-87.6173,51,McClurg Ct & Illinois St,57861,"1,217",Customer
722,,Lake Shore Dr & Monroe St,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,0,Lake Shore Dr & Monroe St,7/13/2013 22:00,7/13/2013 22:29,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,59377,"1,741",Customer
722,,State St & Harrison St,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,1889,Lake Shore Dr & Monroe St,7/13/2013 23:19,7/13/2013 23:34,41.8739580629,-87.6277394859,30,State St & Harrison St,59567,888,Customer
722,,Michigan Ave & Lake St,41.8739580629,-87.6277394859,30,State St & Harrison St,,1823,State St & Harrison St,7/14/2013 1:13,7/14/2013 1:24,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,59710,665,Customer
722,,Lake Shore Dr & Monroe St,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,,2154,Michigan Ave & Lake St,7/14/2013 9:51,7/14/2013 10:12,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,60112,"1,247",Customer
722,,Museum Campus,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,2262,Lake Shore Dr & Monroe St,7/14/2013 10:16,7/14/2013 10:40,41.865212,-87.617759,29,Museum Campus,60194,"1,448",Customer
722,,Millennium Park,41.865212,-87.617759,29,Museum Campus,,2764,Museum Campus,7/14/2013 10:41,7/14/2013 11:08,41.8810317,-87.62408432,8,Millennium Park,60281,"1,611",Customer
722,,McClurg Ct & Illinois St,41.8810317,-87.62408432,8,Millennium Park,,2271,Millennium Park,7/14/2013 11:23,7/14/2013 12:07,41.89102,-87.6173,51,McClurg Ct & Illinois St,60451,"2,639",Customer
722,,Fairbanks Ct & Grand Ave,41.89102,-87.6173,51,McClurg Ct & Illinois St,,358,McClurg Ct & Illinois St,7/14/2013 12:11,7/14/2013 12:30,41.89186,-87.62062,262,Fairbanks Ct & Grand Ave,60672,"1,110",Customer
722,1959,May St & Randolph St,41.89186,-87.62062,262,Fairbanks Ct & Grand Ave,Female,3715,Fairbanks Ct & Grand Ave,7/14/2013 12:36,7/14/2013 13:04,41.88397,-87.655688,155,May St & Randolph St,60801,"1,681",Subscriber
722,,Wood St & Division St,41.88397,-87.655688,155,May St & Randolph St,,3544,May St & Randolph St,7/14/2013 13:14,7/14/2013 13:37,41.90332,-87.67273,246,Wood St & Division St,61020,"1,401",Customer
722,,Damen Ave & Pierce Ave,41.90332,-87.67273,246,Wood St & Division St,,1160,Wood St & Division St,7/14/2013 14:54,7/14/2013 15:11,41.9093960065,-87.6776919292,65,Damen Ave & Pierce Ave,61710,999,Customer
722,,Wood St & Division St,41.9093960065,-87.6776919292,65,Damen Ave & Pierce Ave,,1086,Damen Ave & Pierce Ave,7/14/2013 16:00,7/14/2013 16:42,41.90332,-87.67273,246,Wood St & Division St,62180,"2,506",Customer
722,,Desplaines St & Kinzie St,41.90332,-87.67273,246,Wood St & Division St,,2982,Wood St & Division St,7/14/2013 21:19,7/14/2013 21:33,41.888716036,-87.6444478533,39,Desplaines St & Kinzie St,63797,840,Customer
722,1966,Wilton Ave & Diversey Pkwy,41.888716036,-87.6444478533,39,Desplaines St & Kinzie St,Male,6769,Desplaines St & Kinzie St,7/14/2013 22:32,7/14/2013 22:48,41.93250008,-87.65268082,66,Wilton Ave & Diversey Pkwy,64008,950,Subscriber
722,,Lincoln Ave & Armitage Ave,41.913688,-87.652855,190,Sheffield Ave & Willow St,,1718,Sheffield Ave & Willow St,7/16/2013 19:20,7/16/2013 19:47,41.918273,-87.638116,146,Lincoln Ave & Armitage Ave,70400,"1,634",Customer
722,1973,Wilton Ave & Diversey Pkwy,41.918273,-87.638116,146,Lincoln Ave & Armitage Ave,Female,2260,Lincoln Ave & Armitage Ave,7/16/2013 19:59,7/16/2013 20:10,41.93250008,-87.65268082,66,Wilton Ave & Diversey Pkwy,70568,671,Subscriber
722,1988,Ashland Ave & Augusta Blvd,41.93250008,-87.65268082,66,Wilton Ave & Diversey Pkwy,Male,5731,Wilton Ave & Diversey Pkwy,7/16/2013 22:26,7/16/2013 22:49,41.899643,-87.6677,248,Ashland Ave & Augusta Blvd,70967,"1,438",Subscriber
722,,Aberdeen St & Madison St,41.899643,-87.6677,248,Ashland Ave & Augusta Blvd,,3585,Ashland Ave & Augusta Blvd,7/17/2013 5:30,7/17/2013 5:45,41.881487,-87.654752,156,Aberdeen St & Madison St,71150,891,Customer
722,,Wood St & Milwaukee Ave,41.881487,-87.654752,156,Aberdeen St & Madison St,,4374,Aberdeen St & Madison St,7/17/2013 17:15,7/17/2013 17:33,41.907655,-87.672552,221,Wood St & Milwaukee Ave,73093,"1,033",Customer
722,,Ashland Ave & Augusta Blvd,41.907655,-87.672552,221,Wood St & Milwaukee Ave,,1388,Wood St & Milwaukee Ave,7/17/2013 17:45,7/17/2013 17:55,41.899643,-87.6677,248,Ashland Ave & Augusta Blvd,73238,610,Customer
722,,Morgan St & 18th St,41.899643,-87.6677,248,Ashland Ave & Augusta Blvd,,6119,Ashland Ave & Augusta Blvd,7/18/2013 0:03,7/18/2013 0:29,41.858086,-87.651073,163,Morgan St & 18th St,74175,"1,559",Customer
722,,Racine Ave & Congress Pkwy,41.858086,-87.651073,163,Morgan St & 18th St,,2654,Morgan St & 18th St,7/19/2013 10:45,7/19/2013 10:54,41.87464,-87.65703,76,Racine Ave & Congress Pkwy,78404,539,Customer
722,1984,State St & Harrison St,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,Male,1791,Michigan Ave & Lake St,7/19/2013 16:17,7/19/2013 16:27,41.8739580629,-87.6277394859,30,State St & Harrison St,79596,570,Subscriber
722,,Museum Campus,41.8739580629,-87.6277394859,30,State St & Harrison St,,2357,State St & Harrison St,7/19/2013 18:00,7/19/2013 18:37,41.865212,-87.617759,29,Museum Campus,80033,"2,178",Customer
722,,State St & Randolph St,41.865212,-87.617759,29,Museum Campus,,3470,Museum Campus,7/19/2013 21:50,7/19/2013 22:08,41.8847302006,-87.6277335692,2,State St & Randolph St,80661,"1,052",Customer
722,,Michigan Ave & Pearson St,41.8847302006,-87.6277335692,2,State St & Randolph St,,1809,State St & Randolph St,7/20/2013 12:21,7/20/2013 12:35,41.89766,-87.62351,34,Michigan Ave & Pearson St,82117,832,Customer
722,,Michigan Ave & Washington St,41.89766,-87.62351,34,Michigan Ave & Pearson St,,1865,Michigan Ave & Pearson St,7/20/2013 12:37,7/20/2013 13:45,41.8838927658,-87.6246491409,1,Michigan Ave & Washington St,82217,"4,085",Customer
722,,Michigan Ave & Pearson St,41.8838927658,-87.6246491409,1,Michigan Ave & Washington St,,1996,Michigan Ave & Washington St,7/20/2013 14:08,7/20/2013 18:19,41.89766,-87.62351,34,Michigan Ave & Pearson St,82870,"15,050",Customer
722,,Franklin St & Chicago Ave,41.89766,-87.62351,34,Michigan Ave & Pearson St,,1533,Michigan Ave & Pearson St,7/20/2013 18:27,7/20/2013 18:37,41.89680204,-87.63563839,17,Franklin St & Chicago Ave,84736,587,Customer
722,,Ogden Ave & Chicago Ave,41.89680204,-87.63563839,17,Franklin St & Chicago Ave,,1943,Franklin St & Chicago Ave,7/20/2013 18:51,7/20/2013 18:58,41.896362458,-87.6540612729,44,Ogden Ave & Chicago Ave,84844,409,Customer
722,,State St & Kinzie St,41.896362458,-87.6540612729,44,Ogden Ave & Chicago Ave,,2574,Ogden Ave & Chicago Ave,7/21/2013 9:52,7/21/2013 10:08,41.88918,-87.6277,50,State St & Kinzie St,86605,919,Customer
722,,State St & Randolph St,41.88918,-87.6277,50,State St & Kinzie St,,525,State St & Kinzie St,7/21/2013 10:08,7/21/2013 10:14,41.8847302006,-87.6277335692,2,State St & Randolph St,86650,364,Customer
722,1987,Clinton St & Washington Blvd,41.8847302006,-87.6277335692,2,State St & Randolph St,Female,1251,State St & Randolph St,7/21/2013 12:13,7/21/2013 12:21,41.88338,-87.64117,10,Clinton St & Washington Blvd,87192,436,Subscriber
722,,Lake Shore Dr & Monroe St,41.88338,-87.64117,10,Clinton St & Washington Blvd,,2886,Clinton St & Washington Blvd,7/21/2013 12:57,7/21/2013 13:37,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,87506,"2,386",Customer
722,,Halsted St & 35th St,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,7863,Lake Shore Dr & Monroe St,7/21/2013 13:40,7/21/2013 14:06,41.830661,-87.647172,413,Halsted St & 35th St,87781,"1,588",Customer
722,,Ogden Ave & Chicago Ave,41.830661,-87.647172,413,Halsted St & 35th St,,7836,Halsted St & 35th St,7/21/2013 14:48,7/21/2013 15:05,41.896362458,-87.6540612729,44,Ogden Ave & Chicago Ave,88338,"1,022",Customer
722,1971,State St & Randolph St,41.896362458,-87.6540612729,44,Ogden Ave & Chicago Ave,Male,3050,Ogden Ave & Chicago Ave,7/22/2013 7:17,7/22/2013 7:31,41.8847302006,-87.6277335692,2,State St & Randolph St,90802,824,Subscriber
722,,Franklin St & Jackson Blvd,41.8847302006,-87.6277335692,2,State St & Randolph St,,1587,State St & Randolph St,7/22/2013 9:02,7/22/2013 9:12,41.8777079559,-87.6353211408,19,Franklin St & Jackson Blvd,91199,589,Customer
722,,Michigan Ave & Lake St,41.8777079559,-87.6353211408,19,Franklin St & Jackson Blvd,,1822,Franklin St & Jackson Blvd,7/22/2013 12:50,7/22/2013 13:11,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,92160,"1,277",Customer
722,,Michigan Ave & Pearson St,41.8860581151,-87.6242893413,43,Michigan Ave & Lake St,,1329,Michigan Ave & Lake St,7/22/2013 17:22,7/22/2013 17:30,41.89766,-87.62351,34,Michigan Ave & Pearson St,93640,493,Customer
722,,Cannon Dr & Fullerton Ave,41.89766,-87.62351,34,Michigan Ave & Pearson St,,4469,Michigan Ave & Pearson St,7/22/2013 18:30,7/22/2013 19:06,41.9267559875,-87.6344287848,124,Cannon Dr & Fullerton Ave,94045,"2,176",Customer
722,,Cannon Dr & Fullerton Ave,41.9267559875,-87.6344287848,124,Cannon Dr & Fullerton Ave,,0,Cannon Dr & Fullerton Ave,7/22/2013 19:30,7/22/2013 20:03,41.9267559875,-87.6344287848,124,Cannon Dr & Fullerton Ave,94339,"1,948",Customer
722,,Millennium Park,41.96583,-87.68651,237,Lincoln Ave & Eastwood Ave,,13716,Lincoln Ave & Eastwood Ave,7/22/2013 22:25,7/22/2013 22:41,41.8810317,-87.62408432,8,Millennium Park,94888,987,Customer
722,,Halsted St & James M Rochford St,41.8810317,-87.62408432,8,Millennium Park,,3800,Millennium Park,7/22/2013 23:24,7/22/2013 23:44,41.865861,-87.646611,166,Halsted St & James M Rochford St,94978,"1,199",Customer
