bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
2683,,,Michigan Ave & Washington St,Franklin St & Jackson Blvd,Michigan Ave & Washington St,Customer,1734,10/16/2013 8:49,19,10/16/2013 8:38,1,Franklin St & Jackson Blvd,674,797515
2683,,,Ashland Ave & Division St,Sheffield Ave & Kingsbury St,Ashland Ave & Division St,Customer,2763,10/17/2013 15:37,154,10/17/2013 15:16,61,Sheffield Ave & Kingsbury St,"1,276",805973
2683,1968,Male,Clinton St & Madison St,Dearborn St & Adams St,Clinton St & Madison St,Subscriber,1270,10/15/2013 17:30,20,10/15/2013 17:23,301,Dearborn St & Adams St,418,793474
2683,1966,Male,Peoria St & Jackson Blvd,Clinton St & Madison St,Peoria St & Jackson Blvd,Subscriber,1370,10/15/2013 18:20,301,10/15/2013 18:13,158,Clinton St & Madison St,457,794197
2683,1957,Male,Aberdeen St & Jackson Blvd,Peoria St & Jackson Blvd,Aberdeen St & Jackson Blvd,Subscriber,1072,10/15/2013 18:53,158,10/15/2013 18:48,157,Peoria St & Jackson Blvd,251,794634
2683,1957,Male,Michigan Ave & Washington St,Aberdeen St & Jackson Blvd,Michigan Ave & Washington St,Subscriber,3311,10/15/2013 20:29,157,10/15/2013 20:15,1,Aberdeen St & Jackson Blvd,820,795230
2683,1970,Male,Franklin St & Jackson Blvd,Wood St & Grand Ave,Franklin St & Jackson Blvd,Subscriber,5008,10/16/2013 8:31,432,10/16/2013 8:10,19,Wood St & Grand Ave,"1,218",797114
2683,1984,Male,Sheffield Ave & Wrightwood Ave,Sheffield Ave & Wrightwood Ave,Sheffield Ave & Wrightwood Ave,Subscriber,0,10/16/2013 20:43,211,10/16/2013 20:31,211,Sheffield Ave & Wrightwood Ave,734,803475
2683,1987,Male,Sheffield Ave & Kingsbury St,Sheffield Ave & Wrightwood Ave,Sheffield Ave & Kingsbury St,Subscriber,2143,10/17/2013 6:46,211,10/17/2013 6:37,154,Sheffield Ave & Wrightwood Ave,506,804389
2683,1960,Male,Damen Ave & Charleston St,Sheffield Ave & Kingsbury St,Damen Ave & Charleston St,Subscriber,2946,10/17/2013 11:50,154,10/17/2013 11:39,288,Sheffield Ave & Kingsbury St,636,805322
2683,1960,Male,Sheffield Ave & Kingsbury St,Damen Ave & Charleston St,Sheffield Ave & Kingsbury St,Subscriber,3166,10/17/2013 13:05,288,10/17/2013 12:55,154,Damen Ave & Charleston St,611,805485
2683,1967,Male,Damen Ave & Division St,Ashland Ave & Division St,Damen Ave & Division St,Subscriber,760,10/17/2013 17:52,61,10/17/2013 17:49,136,Ashland Ave & Division St,179,807623
2683,1985,Male,Damen Ave & Pierce Ave,Damen Ave & Division St,Damen Ave & Pierce Ave,Subscriber,811,10/18/2013 8:01,136,10/18/2013 7:58,65,Damen Ave & Division St,197,810491
2683,1985,Female,Wood St & Grand Ave,Michigan Ave & Washington St,Wood St & Grand Ave,Subscriber,5010,10/16/2013 0:09,1,10/15/2013 23:45,432,Michigan Ave & Washington St,"1,454",796016
2683,1958,Female,Clark St & Schiller St,Michigan Ave & Washington St,Clark St & Schiller St,Subscriber,3214,10/16/2013 18:24,1,10/16/2013 18:10,200,Michigan Ave & Washington St,846,802381
2683,1958,Female,Sheffield Ave & Wrightwood Ave,Clark St & Schiller St,Sheffield Ave & Wrightwood Ave,Subscriber,3140,10/16/2013 18:38,200,10/16/2013 18:24,211,Clark St & Schiller St,832,802563
