bikeid,birthyear,end_station,from_lat,from_long,from_station_id,from_station_name,gender,meters,overage,start_station,starttime,stoptime,to_lat,to_long,to_station_id,to_station_name,trip_id,tripduration,usertype
1194,1977,State St & Kinzie St,41.88338,-87.64117,10,Clinton St & Washington Blvd,Male,1812,0,Clinton St & Washington Blvd,8/7/2013 8:42,8/7/2013 8:51,41.88918,-87.6277,50,State St & Kinzie St,173122,539,Subscriber
1194,,Lake Shore Dr & Ohio St,41.89257,-87.614492,337,Lake Shore Dr & Ohio St,,0,2.0,Lake Shore Dr & Ohio St,8/7/2013 17:02,8/7/2013 17:57,41.89257,-87.614492,337,Lake Shore Dr & Ohio St,175700,3325,Customer
1194,1986,Michigan Ave & Pearson St,41.89257,-87.614492,337,Lake Shore Dr & Ohio St,Female,1830,0,Lake Shore Dr & Ohio St,8/7/2013 18:45,8/7/2013 18:51,41.89766,-87.62351,34,Michigan Ave & Pearson St,176552,411,Subscriber
1194,,Michigan Ave & Pearson St,41.89766,-87.62351,34,Michigan Ave & Pearson St,,0,2.0,Michigan Ave & Pearson St,8/7/2013 21:28,8/7/2013 22:12,41.89766,-87.62351,34,Michigan Ave & Pearson St,177348,2605,Customer
1194,,Clark St & North Ave,41.89766,-87.62351,34,Michigan Ave & Pearson St,,3085,0,Michigan Ave & Pearson St,8/7/2013 23:55,8/8/2013 0:21,41.911791,-87.631841,128,Clark St & North Ave,177648,1555,Customer
1194,,Damen Ave & Chicago Ave,41.87501,-87.67328,0,Congress Pkwy & Ogden Ave,,3067,0,Congress Pkwy & Ogden Ave,8/8/2013 16:18,8/8/2013 16:28,41.895769,-87.67722,132,Damen Ave & Chicago Ave,181204,618,Customer
1194,1975,Ashland Ave & Armitage Ave,41.895769,-87.67722,132,Damen Ave & Chicago Ave,Male,3168,0,Damen Ave & Chicago Ave,8/8/2013 16:33,8/8/2013 16:44,41.9178588677,-87.668919,25,Ashland Ave & Armitage Ave,181352,647,Subscriber
1194,1973,Sheffield Ave & Fullerton Ave,41.9178588677,-87.668919,25,Ashland Ave & Armitage Ave,Male,2325,0,Ashland Ave & Armitage Ave,8/8/2013 17:48,8/8/2013 18:00,41.9256018819,-87.6537080423,60,Sheffield Ave & Fullerton Ave,182191,748,Subscriber
1194,,Streeter Dr & Illinois St,41.9256018819,-87.6537080423,60,Sheffield Ave & Fullerton Ave,,6428,14.0,Sheffield Ave & Fullerton Ave,8/9/2013 11:20,8/9/2013 13:16,41.891071,-87.6122,22,Streeter Dr & Illinois St,185876,6941,Customer
1194,1969,Peoria St & Jackson Blvd,41.882664,-87.63253,6,LaSalle St & Washington St,Female,1947,0,LaSalle St & Washington St,8/9/2013 18:14,8/9/2013 18:25,41.877749,-87.649633,158,Peoria St & Jackson Blvd,189638,653,Subscriber
1194,,Dearborn St & Adams St,41.877749,-87.649633,158,Peoria St & Jackson Blvd,,1874,0,Peoria St & Jackson Blvd,8/9/2013 22:21,8/9/2013 22:39,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,191136,1132,Customer
1194,,Dearborn St & Adams St,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,,0,0,Dearborn St & Adams St,8/9/2013 22:41,8/9/2013 22:53,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,191216,727,Customer
1194,,Museum Campus,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,,3050,2.0,Dearborn St & Adams St,8/9/2013 22:54,8/9/2013 23:24,41.865212,-87.617759,29,Museum Campus,191277,1810,Customer
1194,,Dearborn St & Adams St,41.865212,-87.617759,29,Museum Campus,,3154,0,Museum Campus,8/9/2013 23:27,8/9/2013 23:52,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,191386,1482,Customer
1194,,Loomis St & Jackson Blvd,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,,3107,0,Dearborn St & Adams St,8/9/2013 23:53,8/10/2013 0:16,41.877945,-87.662007,206,Loomis St & Jackson Blvd,191471,1351,Customer
1194,,Green St & Randolph St,41.877945,-87.662007,206,Loomis St & Jackson Blvd,,1783,0,Loomis St & Jackson Blvd,8/10/2013 13:11,8/10/2013 13:23,41.884078,-87.648684,53,Green St & Randolph St,194404,666,Customer
1194,1981,Ogden Ave & Race Ave,41.884078,-87.648684,53,Green St & Randolph St,Female,2281,0,Green St & Randolph St,8/10/2013 14:42,8/10/2013 14:53,41.891795,-87.658751,194,Ogden Ave & Race Ave,195729,655,Subscriber
1194,1983,Wilton Ave & Diversey Pkwy,41.896362458,-87.6540612729,44,Ogden Ave & Chicago Ave,Female,4820,0,Ogden Ave & Chicago Ave,8/10/2013 18:30,8/10/2013 18:47,41.93250008,-87.65268082,66,Wilton Ave & Diversey Pkwy,198719,1036,Subscriber
1194,1985,Paulina St & Diversey Pkwy,41.93250008,-87.65268082,66,Wilton Ave & Diversey Pkwy,Male,2241,0,Wilton Ave & Diversey Pkwy,8/10/2013 19:09,8/10/2013 19:28,41.93186,-87.67079,271,Paulina St & Diversey Pkwy,199143,1137,Subscriber
1194,,Damen Ave & Wellington Ave,41.93588,-87.67842,268,Damen Ave & Wellington Ave,,0,2.0,Damen Ave & Wellington Ave,8/11/2013 12:08,8/11/2013 12:44,41.93588,-87.67842,268,Damen Ave & Wellington Ave,203123,2141,Customer
1194,,Damen Ave & Wellington Ave,41.93588,-87.67842,268,Damen Ave & Wellington Ave,,0,2.0,Damen Ave & Wellington Ave,8/11/2013 12:48,8/11/2013 13:46,41.93588,-87.67842,268,Damen Ave & Wellington Ave,203581,3479,Customer
1194,,California Ave & Milwaukee Ave,41.93588,-87.67842,268,Damen Ave & Wellington Ave,,3855,0,Damen Ave & Wellington Ave,8/11/2013 17:35,8/11/2013 17:57,41.922695,-87.697153,84,California Ave & Milwaukee Ave,207034,1329,Customer
1194,,Noble St & Milwaukee Ave,41.922695,-87.697153,84,California Ave & Milwaukee Ave,,3772,0,California Ave & Milwaukee Ave,8/12/2013 10:36,8/12/2013 11:04,41.90068,-87.6626,290,Noble St & Milwaukee Ave,210046,1714,Customer
1194,,Jefferson St & Monroe St,41.90068,-87.6626,290,Noble St & Milwaukee Ave,,3090,2.0,Noble St & Milwaukee Ave,8/12/2013 11:05,8/12/2013 11:36,41.880422,-87.642746,38,Jefferson St & Monroe St,210239,1855,Customer
1194,1985,Sedgwick St & North Ave,41.880422,-87.642746,38,Jefferson St & Monroe St,Male,4413,0,Jefferson St & Monroe St,8/12/2013 17:16,8/12/2013 17:29,41.910579,-87.638618,70,Sedgwick St & North Ave,212693,741,Subscriber
1194,,Ashland Ave & Armitage Ave,41.910579,-87.638618,70,Sedgwick St & North Ave,,3255,0,Sedgwick St & North Ave,8/12/2013 18:13,8/12/2013 18:30,41.9178588677,-87.668919,25,Ashland Ave & Armitage Ave,213073,1065,Customer
1194,,Racine Ave & Fullerton Ave,41.9178588677,-87.668919,25,Ashland Ave & Armitage Ave,,1925,6.0,Ashland Ave & Armitage Ave,8/12/2013 19:08,8/12/2013 20:17,41.92556258,-87.65840426,189,Racine Ave & Fullerton Ave,213452,4137,Customer
1194,,California Ave & Milwaukee Ave,41.92556258,-87.65840426,189,Racine Ave & Fullerton Ave,,4462,0,Racine Ave & Fullerton Ave,8/13/2013 13:08,8/13/2013 13:27,41.922695,-87.697153,84,California Ave & Milwaukee Ave,217035,1148,Customer
1194,1967,Damen Ave & Pierce Ave,41.922695,-87.697153,84,California Ave & Milwaukee Ave,Female,2448,0,California Ave & Milwaukee Ave,8/13/2013 14:26,8/13/2013 14:37,41.9093960065,-87.6776919292,65,Damen Ave & Pierce Ave,217587,671,Subscriber
