bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
254,,,State St & Randolph St,Racine Ave & Congress Pkwy,State St & Randolph St,Customer,3690,6/30/2013 13:41,76,6/30/2013 13:15,2,Racine Ave & Congress Pkwy,"1,550",10532
254,,,Michigan Ave & Congress Pkwy,State St & Randolph St,Michigan Ave & Congress Pkwy,Customer,1460,6/30/2013 14:35,2,6/30/2013 14:25,40,State St & Randolph St,596,10854
254,,,Michigan Ave & Pearson St,Museum Campus,Michigan Ave & Pearson St,Customer,5464,6/30/2013 19:10,29,6/30/2013 18:27,34,Museum Campus,"2,586",11938
254,,,Wood St & Division St,Wood St & Division St,Wood St & Division St,Customer,0,7/1/2013 18:26,246,7/1/2013 18:08,246,Wood St & Division St,"1,072",15630
254,,,Morgan St & Lake St,Wood St & Division St,Morgan St & Lake St,Customer,3464,7/1/2013 20:04,246,7/1/2013 19:38,72,Wood St & Division St,"1,586",15872
254,,,Millennium Park,Morgan St & Lake St,Millennium Park,Customer,3472,7/1/2013 20:41,72,7/1/2013 20:18,8,Morgan St & Lake St,"1,375",15978
254,,,Wabash Ave & Roosevelt Rd,Millennium Park,Wabash Ave & Roosevelt Rd,Customer,1939,7/1/2013 21:18,8,7/1/2013 20:59,31,Millennium Park,"1,165",16042
254,,,Michigan Ave & Pearson St,State St & Randolph St,Michigan Ave & Pearson St,Customer,1809,7/2/2013 16:23,2,7/2/2013 16:05,34,State St & Randolph St,"1,049",18466
254,,,Clinton St & Washington Blvd,Michigan Ave & Lake St,Clinton St & Washington Blvd,Customer,1854,7/3/2013 14:28,43,7/3/2013 14:18,10,Michigan Ave & Lake St,559,20753
254,,,Wabash Ave & Roosevelt Rd,Michigan Ave & Lake St,Wabash Ave & Roosevelt Rd,Customer,2420,7/3/2013 23:41,43,7/3/2013 23:16,31,Michigan Ave & Lake St,"1,505",21693
254,,,McClurg Ct & Illinois St,Wabash Ave & Roosevelt Rd,McClurg Ct & Illinois St,Customer,4311,7/4/2013 10:45,31,7/4/2013 10:26,51,Wabash Ave & Roosevelt Rd,"1,128",22068
254,,,McClurg Ct & Illinois St,Michigan Ave & Washington St,McClurg Ct & Illinois St,Customer,1937,7/4/2013 16:09,1,7/4/2013 15:46,51,Michigan Ave & Washington St,"1,389",23849
254,,,Lake Shore Dr & Monroe St,McClurg Ct & Illinois St,Lake Shore Dr & Monroe St,Customer,1620,7/4/2013 17:48,51,7/4/2013 16:30,300,McClurg Ct & Illinois St,"4,694",24096
254,,,Michigan Ave & Pearson St,Lake Shore Dr & Monroe St,Michigan Ave & Pearson St,Customer,3235,7/4/2013 18:41,300,7/4/2013 18:02,34,Lake Shore Dr & Monroe St,"2,342",24612
254,,,Ashland Ave & Chicago Ave,Michigan Ave & Pearson St,Ashland Ave & Chicago Ave,Customer,4433,7/4/2013 20:03,34,7/4/2013 18:56,247,Michigan Ave & Pearson St,"4,016",24841
