bikeid,birthyear,gender,to_station_name,from_station_name,end_station,usertype,meters,stoptime,from_station_id,starttime,to_station_id,start_station,tripduration,trip_id
697,,,Clark St & Congress Pkwy,LaSalle St & Washington St,Clark St & Congress Pkwy,Customer,873,7/22/2013 17:38,6,7/22/2013 17:28,9,LaSalle St & Washington St,610,93680
697,,,Lincoln Ave & Armitage Ave,Michigan Ave & Lake St,Lincoln Ave & Armitage Ave,Customer,4482,7/23/2013 18:25,43,7/23/2013 18:04,146,Michigan Ave & Lake St,"1,288",98205
697,,,Michigan Ave & Pearson St,Michigan Ave & Lake St,Michigan Ave & Pearson St,Customer,1329,7/23/2013 21:49,43,7/23/2013 21:21,34,Michigan Ave & Lake St,"1,674",98994
697,,,Michigan Ave & Pearson St,Michigan Ave & Pearson St,Michigan Ave & Pearson St,Customer,0,7/24/2013 1:40,34,7/24/2013 1:17,34,Michigan Ave & Pearson St,"1,375",99319
697,,,Dearborn St & Adams St,Clinton St & Lake St,Dearborn St & Adams St,Customer,1731,7/24/2013 9:32,21,7/24/2013 9:22,20,Clinton St & Lake St,616,100043
697,,,Michigan Ave & Washington St,Dearborn St & Adams St,Michigan Ave & Washington St,Customer,1101,7/24/2013 13:13,20,7/24/2013 12:57,1,Dearborn St & Adams St,925,100883
697,,,Lake Shore Dr & Monroe St,Michigan Ave & Washington St,Lake Shore Dr & Monroe St,Customer,1455,7/24/2013 15:45,1,7/24/2013 14:32,300,Michigan Ave & Washington St,"4,388",101366
697,,,State St & Kinzie St,Dearborn St & Monroe St,State St & Kinzie St,Customer,1033,7/25/2013 10:18,49,7/25/2013 10:04,50,Dearborn St & Monroe St,860,104796
697,,,Cannon Dr & Fullerton Ave,LaSalle St & Illinois St,Cannon Dr & Fullerton Ave,Customer,4585,7/25/2013 14:15,430,7/25/2013 13:48,124,LaSalle St & Illinois St,"1,613",105781
697,,,Michigan Ave & Pearson St,Cannon Dr & Fullerton Ave,Michigan Ave & Pearson St,Customer,3524,7/25/2013 15:47,124,7/25/2013 15:09,34,Cannon Dr & Fullerton Ave,"2,291",106238
697,,,Lake Shore Dr & Ohio St,Michigan Ave & Pearson St,Lake Shore Dr & Ohio St,Customer,4583,7/25/2013 16:06,34,7/25/2013 15:49,337,Michigan Ave & Pearson St,"1,078",106396
