bikeid,birthyear,end_station,from_lat,from_long,from_station_id,from_station_name,gender,meters,overage,start_station,starttime,stoptime,to_lat,to_long,to_station_id,to_station_name,trip_id,tripduration,usertype
680,1984,State St & 19th St,41.8694821,-87.6554864,160,May St & Taylor St,Male,4269,0,May St & Taylor St,7/28/2013 10:30,7/28/2013 10:44,41.856594,-87.627542,408,State St & 19th St,117773,801,Subscriber
680,,Wabash Ave & Roosevelt Rd,41.856594,-87.627542,408,State St & 19th St,,1668,0,State St & 19th St,7/28/2013 14:12,7/28/2013 14:29,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,118921,1015,Customer
680,1958,State St & 16th St,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,Male,949,0,Wabash Ave & Roosevelt Rd,7/28/2013 14:47,7/28/2013 14:54,41.8601213774,-87.6277291853,148,State St & 16th St,119199,371,Subscriber
680,1977,Peoria St & Jackson Blvd,41.8671729952,-87.6259550069,31,Wabash Ave & Roosevelt Rd,Female,3271,0,Wabash Ave & Roosevelt Rd,7/29/2013 8:46,7/29/2013 9:02,41.877749,-87.649633,158,Peoria St & Jackson Blvd,122618,977,Subscriber
680,,Dearborn St & Adams St,41.877749,-87.649633,158,Peoria St & Jackson Blvd,,1874,0,Peoria St & Jackson Blvd,7/29/2013 9:42,7/29/2013 9:52,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,122856,613,Customer
680,1982,Michigan Ave & Washington St,41.8793563587,-87.6297910363,20,Dearborn St & Adams St,Male,1101,0,Dearborn St & Adams St,7/29/2013 9:54,7/29/2013 10:00,41.8838927658,-87.6246491409,1,Michigan Ave & Washington St,122887,317,Subscriber
680,,Museum Campus,41.8838927658,-87.6246491409,1,Michigan Ave & Washington St,,3088,0,Michigan Ave & Washington St,7/29/2013 10:12,7/29/2013 10:39,41.865212,-87.617759,29,Museum Campus,122980,1609,Customer
680,,Lake Shore Dr & Monroe St,41.865212,-87.617759,29,Museum Campus,,2229,0,Museum Campus,7/29/2013 11:54,7/29/2013 12:18,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,123463,1399,Customer
680,,Millennium Park,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,,1108,6.0,Lake Shore Dr & Monroe St,7/29/2013 13:43,7/29/2013 14:46,41.8810317,-87.62408432,8,Millennium Park,124045,3744,Customer
680,,Lake Shore Dr & Monroe St,41.8810317,-87.62408432,8,Millennium Park,,1112,0,Millennium Park,7/29/2013 16:08,7/29/2013 16:17,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,124882,549,Customer
680,1985,Millennium Park,41.88105,-87.61697,300,Lake Shore Dr & Monroe St,Male,1108,0,Lake Shore Dr & Monroe St,7/29/2013 16:29,7/29/2013 16:36,41.8810317,-87.62408432,8,Millennium Park,125055,456,Subscriber
680,,State St & Kinzie St,41.8810317,-87.62408432,8,Millennium Park,,1222,0,Millennium Park,7/29/2013 17:03,7/29/2013 17:27,41.88918,-87.6277,50,State St & Kinzie St,125297,1469,Customer
680,1988,Sheffield Ave & Fullerton Ave,41.88918,-87.6277,50,State St & Kinzie St,Male,5736,1.5,State St & Kinzie St,7/29/2013 17:34,7/29/2013 18:04,41.9256018819,-87.6537080423,60,Sheffield Ave & Fullerton Ave,125599,1823,Subscriber
680,,Adler Planetarium,41.9256018819,-87.6537080423,60,Sheffield Ave & Fullerton Ave,,10100,0,Sheffield Ave & Fullerton Ave,7/29/2013 22:38,7/29/2013 22:47,41.866095,-87.607267,431,Adler Planetarium,126929,491,Customer
680,,Dayton St & North Ave,41.866095,-87.607267,431,Adler Planetarium,,8920,0,Adler Planetarium,8/1/2013 15:19,8/1/2013 15:33,41.9105780349,-87.6494219288,58,Dayton St & North Ave,137343,843,Customer
680,,Sheffield Ave & Fullerton Ave,41.9105780349,-87.6494219288,58,Dayton St & North Ave,,1810,0,Dayton St & North Ave,8/1/2013 21:07,8/1/2013 21:29,41.9256018819,-87.6537080423,60,Sheffield Ave & Fullerton Ave,139774,1296,Customer
